"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"1","6.47","KEGG_PATHWAY","Cytoskeleton in muscle cells","21","157","233","10620","6.84","1.77e-10","4.21e-8","6.10","4.21e-8","4.08e-8","2.67e-11","COL24A1,ACTN2,TNNC1,FHL1,ATP1A3,AMPD3,LMOD2,MYOM3,MYL4,CSRP3,ACTC1,MYH3,TNNT1,COL4A1,TNNT2,MYL2,TNNI1,ANKRD1,MYH8,ANKRD2,MYOZ2"
"1","6.47","UP_KW_MOLECULAR_FUNCTION","Muscle protein","12","182","63","12802","3.91","1.08e-9","8.33e-8","13.40","8.33e-8","8.01e-8","6.73e-11","MYL4,ACTC1,MYH3,MUSK,TNNT1,MB,MYL2,TNNC1,TNNT2,TNNI1,MYH8,SMTNL1"
"1","6.47","GOTERM_BP_DIRECT","cardiac muscle contraction","9","287","51","26568","2.93","6.97e-8","6.68e-5","16.34","1.34e-4","6.63e-5","3.61e-9","MYL4,CSRP3,ACTC1,MYL2,TNNC1,TNNT2,TNNI1,ATP1A3,SCN5A"
"1","6.47","KEGG_PATHWAY","Motor proteins","13","157","198","10620","4.23","3.40e-5","4.05e-3","4.44","8.06e-3","3.93e-3","7.17e-6","TNNC1,KIF11,MYL12A,MYL4,TUBB6,ACTC1,MYH3,MYO1A,TNNT1,TNNT2,MYL2,TNNI1,MYH8"
"1","6.47","KEGG_PATHWAY","Cardiac muscle contraction","6","157","89","10620","1.95","9.90e-3","1.96e-1","4.56","9.06e-1","1.91e-1","2.01e-3","MYL4,ACTC1,MYL2,TNNC1,TNNT2,ATP1A3"
"2","3.20","GOTERM_MF_DIRECT","actin filament binding","12","277","225","24521","3.91","5.29e-5","9.08e-3","4.72","2.69e-2","8.85e-3","1.05e-5","MYL4,MYH3,ACTN2,MYO1A,TNNC1,AVIL,MICALL2,FSCN1,MYH8,SHROOM3,HCLS1,AIF1L"
"2","3.20","GOTERM_MF_DIRECT","actin binding","14","277","411","24521","4.56","8.41e-4","5.52e-2","3.02","3.52e-1","5.38e-2","2.65e-4","ACTN2,AVIL,SHROOM3,AIF1L,LMOD2,CSRP3,MYH3,MYO1A,TNNT2,MAP1B,TNNI1,FSCN1,MYH8,MYOZ2"
"2","3.20","UP_KW_MOLECULAR_FUNCTION","Actin-binding","11","182","275","12802","3.58","5.75e-3","8.85e-2","2.81","3.58e-1","8.51e-2","1.92e-3","CSRP3,MYH3,ACTN2,MYO1A,AVIL,TNNI1,FSCN1,MYH8,SHROOM3,AIF1L,LMOD2"
"3","3.15","GOTERM_CC_DIRECT","troponin complex","4","289","8","27008","1.30","6.46e-5","2.58e-3","46.73","2.04e-2","2.31e-3","8.69e-7","TNNT1,TNNC1,TNNT2,TNNI1"
"3","3.15","INTERPRO","Troponin","3","285","6","22313","0.98","2.34e-3","1.89e-1","39.15","8.97e-1","1.89e-1","4.01e-5","TNNT1,TNNT2,TNNI1"
"3","3.15","INTERPRO","Troponin_sf","3","285","6","22313","0.98","2.34e-3","1.89e-1","39.15","8.97e-1","1.89e-1","4.01e-5","TNNT1,TNNT2,TNNI1"
"4","3.00","GOTERM_BP_DIRECT","muscle organ development","8","287","82","26568","2.61","2.97e-5","8.13e-3","9.03","5.53e-2","8.07e-3","3.00e-6","MYOG,CSRP3,MYMX,MUSTN1,FHL1,MYF6,COL19A1,MYMK"
"4","3.00","UP_KW_BIOLOGICAL_PROCESS","Myogenesis","7","160","47","11883","2.28","3.56e-5","2.81e-3","11.06","2.81e-3","2.74e-3","2.81e-6","MYOG,CSRP3,MYMX,MUSTN1,MYF6,COL19A1,MYMK"
"4","3.00","GOTERM_BP_DIRECT","positive regulation of myoblast differentiation","4","287","56","26568","1.30","2.25e-2","6.43e-1","6.61","1.00e+0","6.39e-1","3.15e-3","MYOG,CSRP3,MUSTN1,MYF6"
"4","3.00","GOTERM_BP_DIRECT","skeletal muscle tissue regeneration","3","287","30","26568","0.98","4.12e-2","7.66e-1","9.26","1.00e+0","7.60e-1","4.08e-3","MYMX,MYF6,MYMK"
"5","2.87","GOTERM_CC_DIRECT","extracellular region","44","289","2302","27008","14.33","2.22e-4","5.91e-3","1.79","6.84e-2","5.29e-3","1.21e-4","HMGB2,TGFA,MSLN,ORM2,CST6,COCH,COL19A1,CX3CL1,C4B,LGALS3,SERPINB1A,CCL6,MUSTN1,CASP4,LIPG,CLCA1,QSOX1,NRCAM,TIMP1,ADAMTS8,COL28A1,TGFB1,EDN3,COL24A1,GDF15,COL25A1,IGFBP2,SERPINA3K,SERPINA3M,SERPINA3N,GDF5,OTOR,KAZALD1,ABHD15,DKK3,APLN,GDNF,COL4A1,CILP,CLCA4A,APOC1,HHIPL1,MASP1,TNFRSF22"
"5","2.87","UP_KW_CELLULAR_COMPONENT","Secreted","43","253","1914","19181","14.01","6.31e-4","9.25e-3","1.70","2.74e-2","8.83e-3","3.59e-4","HMGB2,TGFA,MSLN,ORM2,CST6,COCH,COL19A1,CX3CL1,C4B,LGALS3,SERPINB1A,CCL6,MUSTN1,CASP4,LIPG,CLCA1,QSOX1,NRCAM,TIMP1,ADAMTS8,COL28A1,TGFB1,EDN3,COL24A1,GDF15,IGFBP2,SERPINA3K,SERPINA3M,SERPINA3N,GDF5,OTOR,KAZALD1,ABHD15,DKK3,APLN,GDNF,COL4A1,CILP,CLCA4A,APOC1,HHIPL1,MASP1,TNFRSF22"
"5","2.87","GOTERM_CC_DIRECT","extracellular space","32","289","1753","27008","10.42","3.95e-3","4.54e-2","1.71","7.17e-1","4.07e-2","2.23e-3","HPGD,HMGB2,TGFA,XYLT1,MSLN,ORM2,CX3CL1,C4B,LGALS3,SERPINB1A,CCL6,LIPG,QSOX1,TIMP1,TGFB1,EDN3,GDF15,COL25A1,IGFBP2,SERPINA3K,SERPINA3M,SERPINA3N,GDF5,KAZALD1,DKK3,APLN,KRT18,GDNF,COL4A1,CILP,MASP1,ULBP1"
"5","2.87","UP_KW_DOMAIN","Signal","83","205","4774","15070","27.04","5.95e-3","1.25e-1","1.28","1.18e-1","1.19e-1","4.54e-3","RB1,ROBO2,CLSTN3,LRRC38,FHL1,MSLN,ORM2,CX3CL1,C4B,LGALS3,CDH4,CES2C,UCHL1,LIPG,ITGAX,NRCAM,QSOX1,PTGFRN,EMB,TIMP1,ADAMTS8,PRND,CHRNB1,FCRL2,TNFRSF12A,MUSK,EDN3,IGFBP2,SHISA2,OTOR,DKK3,JAML,COL4A1,ADAM12,DPEP2,HHIPL1,MASP1,TLR4,CD101,CHODL,CHRNA1,CHRNA9,TGFA,CSF2RB,SEZ6L2,APCDD1,CST6,COCH,COL19A1,CHRND,CHRNG,CCL6,CLCA1,NCAM1,AB124611,COL28A1,RRM2,TGFB1,COL24A1,DNASE2A,GDF15,SERPINA3K,SHISAL1,SERPINA3M,SERPINA3N,LILRB4A,GDF5,KAZALD1,ABHD15,APLN,EVI2A,MYMX,TMEM158,GDNF,CILP,APOC1,CLCA4A,ADGRL1,CNTN2,ATP13A3,CD68,FGFR4,ULBP1"
"6","2.83","GOTERM_BP_DIRECT","skeletal muscle contraction","11","287","30","26568","3.58","4.44e-13","8.50e-10","33.94","8.50e-10","8.44e-10","8.75e-15","CHRNA1,CAR3,CHRNB1,CHRND,MYH3,CHRNG,TNNT1,MB,TNNC1,TNNI1,MYH8"
"6","2.83","GOTERM_BP_DIRECT","membrane depolarization","7","287","41","26568","2.28","4.84e-6","2.32e-3","15.80","9.23e-3","2.30e-3","2.62e-7","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9,ATP1A3,SCN5A"
"6","2.83","GOTERM_MF_DIRECT","acetylcholine-gated monoatomic cation-selective channel activity","5","277","16","24521","1.63","2.57e-5","6.62e-3","27.66","1.31e-2","6.45e-3","7.00e-7","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_CC_DIRECT","acetylcholine-gated channel complex","5","289","17","27008","1.63","2.70e-5","2.08e-3","27.49","8.58e-3","1.87e-3","7.55e-7","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_BP_DIRECT","monoatomic ion transmembrane transport","15","287","360","26568","4.89","4.03e-5","9.64e-3","3.86","7.42e-2","9.57e-3","9.96e-6","CHRNA1,KCNK5,CHRNB1,KCNH7,LRRC38,UCP1,CHRNA9,CACNA1I,TRPM2,CHRND,CHRNG,KCNS1,CLCA4A,KCNN3,SCN5A"
"6","2.83","INTERPRO","Nicotinic_acetylcholine_rcpt","5","285","16","22313","1.63","4.15e-5","2.40e-2","24.47","3.93e-2","2.39e-2","1.28e-6","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_BP_DIRECT","regulation of membrane potential","8","287","102","26568","2.61","1.20e-4","1.92e-2","7.26","2.06e-1","1.91e-2","1.53e-5","CHRNA1,CHRNB1,CHRND,CACNA1I,CHRNG,ACTN2,KCNH7,CHRNA9"
"6","2.83","GOTERM_MF_DIRECT","monoatomic ion channel activity","10","277","185","24521","3.26","2.61e-4","3.36e-2","4.79","1.26e-1","3.27e-2","5.14e-5","CHRNA1,TRPM2,CHRNB1,CHRND,CACNA1I,CHRNG,KCNS1,KCNH7,CHRNA9,SCN5A"
"6","2.83","GOTERM_MF_DIRECT","acetylcholine receptor activity","4","277","15","24521","1.30","5.81e-4","4.98e-2","23.61","2.59e-1","4.86e-2","1.97e-5","CHRNA1,CHRNB1,CHRND,CHRNG"
"6","2.83","GOTERM_BP_DIRECT","acetylcholine receptor signaling pathway","5","287","38","26568","1.63","7.28e-4","8.71e-2","12.18","7.52e-1","8.65e-2","5.33e-5","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","UP_SEQ_FEATURE","DOMAIN:Neurotransmitter-gated ion-channel transmembrane","5","282","35","22290","1.63","9.52e-4","9.33e-2","11.29","6.07e-1","9.26e-2","7.44e-5","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","UP_KW_MOLECULAR_FUNCTION","Ion channel","14","182","337","12802","4.56","1.01e-3","3.88e-2","2.92","7.47e-2","3.73e-2","3.27e-4","CHRNA1,KCNK5,CHRNB1,KCNH7,LRRC38,UCP1,CHRNA9,CACNA1I,TRPM2,CHRND,CHRNG,KCNS1,KCNN3,SCN5A"
"6","2.83","UP_SEQ_FEATURE","DOMAIN:Neurotransmitter-gated ion-channel ligand-binding","5","282","36","22290","1.63","1.06e-3","9.45e-2","10.98","6.47e-1","9.38e-2","8.55e-5","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_MF_DIRECT","extracellular ligand-gated monoatomic ion channel activity","5","277","44","24521","1.63","1.50e-3","7.71e-2","10.06","5.38e-1","7.51e-2","1.34e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","INTERPRO","Neurotransmitter_ion_chnl_CS","5","285","41","22313","1.63","1.80e-3","1.89e-1","9.55","8.25e-1","1.89e-1","1.69e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","INTERPRO","Neurotrans-gated_channel_TM","5","285","42","22313","1.63","1.97e-3","1.89e-1","9.32","8.51e-1","1.89e-1","1.90e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","INTERPRO","Neur_channel","5","285","42","22313","1.63","1.97e-3","1.89e-1","9.32","8.51e-1","1.89e-1","1.90e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","INTERPRO","Neur_chan_lig-bd","5","285","42","22313","1.63","1.97e-3","1.89e-1","9.32","8.51e-1","1.89e-1","1.90e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","INTERPRO","Neuro-gated_channel_TM_sf","5","285","42","22313","1.63","1.97e-3","1.89e-1","9.32","8.51e-1","1.89e-1","1.90e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","INTERPRO","Neur_chan_lig-bd_sf","5","285","42","22313","1.63","1.97e-3","1.89e-1","9.32","8.51e-1","1.89e-1","1.90e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","INTERPRO","Neuro_actylchol_rec","5","285","42","22313","1.63","1.97e-3","1.89e-1","9.32","8.51e-1","1.89e-1","1.90e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_BP_DIRECT","synaptic transmission, cholinergic","4","287","24","26568","1.30","2.11e-3","1.93e-1","15.43","9.83e-1","1.91e-1","1.19e-4","CHRNA1,CHRNB1,CHRND,CHRNG"
"6","2.83","GOTERM_MF_DIRECT","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","5","277","49","24521","1.63","2.24e-3","9.59e-2","9.03","6.84e-1","9.35e-2","2.25e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_MF_DIRECT","transmembrane signaling receptor activity","9","277","215","24521","2.93","3.13e-3","1.15e-1","3.71","8.01e-1","1.12e-1","7.96e-4","CHRNA1,CHRNB1,CHRND,FCRL2,CHRNG,CHRNA9,ADGRL1,TLR4,EDA2R"
"6","2.83","GOTERM_BP_DIRECT","monoatomic ion transport","16","287","635","26568","5.21","3.94e-3","2.60e-1","2.33","9.99e-1","2.58e-1","1.61e-3","CHRNA1,KCNK5,CHRNB1,KCNH7,LRRC38,UCP1,CHRNA9,ATP1A3,CACNA1I,TRPM2,CHRND,CHRNG,KCNS1,CLCA1,KCNN3,SCN5A"
"6","2.83","GOTERM_MF_DIRECT","ligand-gated monoatomic ion channel activity","4","277","30","24521","1.30","4.57e-3","1.47e-1","11.80","9.06e-1","1.44e-1","3.46e-4","CHRNB1,CHRND,CHRNG,CLCA4A"
"6","2.83","GOTERM_BP_DIRECT","regulation of postsynaptic membrane potential","5","287","64","26568","1.63","5.04e-3","2.91e-1","7.23","1.00e+0","2.89e-1","6.44e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_BP_DIRECT","monoatomic cation transport","5","287","65","26568","1.63","5.32e-3","2.91e-1","7.12","1.00e+0","2.89e-1","6.91e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_BP_DIRECT","excitatory postsynaptic potential","5","287","70","26568","1.63","6.91e-3","3.58e-1","6.61","1.00e+0","3.55e-1","9.69e-4","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_CC_DIRECT","postsynaptic membrane","10","289","318","27008","3.26","7.44e-3","7.42e-2","2.94","9.08e-1","6.65e-2","2.39e-3","CHRNA1,CHRNB1,CHRND,MUSK,CHRNG,CLSTN3,CHRNA9,CNTN2,NRCAM,NCAM1"
"6","2.83","GOTERM_MF_DIRECT","acetylcholine binding","3","277","12","24521","0.98","7.73e-3","1.99e-1","22.13","9.82e-1","1.94e-1","2.91e-4","CHRNA1,CHRNB1,CHRND"
"6","2.83","GOTERM_CC_DIRECT","postsynaptic specialization membrane","4","289","44","27008","1.30","1.15e-2","1.05e-1","8.50","9.75e-1","9.41e-2","1.24e-3","CHRNA1,CHRNB1,CHRND,CHRNA9"
"6","2.83","GOTERM_CC_DIRECT","synapse","21","289","1099","27008","6.84","1.47e-2","1.23e-1","1.79","9.91e-1","1.10e-1","7.79e-3","CHRNA1,CHRNB1,MUSK,CLSTN3,SLC2A1,CHRNA9,ATP1A3,TIAM2,RASD2,C4B,TIAM1,CHRND,CPEB1,ACTC1,CHRNG,MAP1B,CNTN2,ADGRL1,RGS12,NRCAM,EMB"
"6","2.83","UP_KW_BIOLOGICAL_PROCESS","Ion transport","16","160","621","11883","5.21","1.93e-2","3.35e-1","1.91","7.85e-1","3.26e-1","9.51e-3","CHRNA1,KCNK5,CHRNB1,KCNH7,LRRC38,UCP1,CHRNA9,ATP1A3,CACNA1I,TRPM2,CHRND,CHRNG,KCNS1,CLCA1,KCNN3,SCN5A"
"6","2.83","UP_KW_MOLECULAR_FUNCTION","Ligand-gated ion channel","5","182","75","12802","1.63","2.16e-2","2.65e-1","4.69","8.14e-1","2.55e-1","4.25e-3","CHRNA1,CHRNB1,CHRND,CHRNG,CHRNA9"
"6","2.83","GOTERM_CC_DIRECT","neuromuscular junction","5","289","113","27008","1.63","3.30e-2","2.29e-1","4.14","1.00e+0","2.05e-1","7.44e-3","CHRNA1,CHRNB1,CHRND,MUSK,KCNN3"
"6","2.83","UP_KW_CELLULAR_COMPONENT","Postsynaptic cell membrane","6","253","154","19181","1.95","5.28e-2","3.87e-1","2.95","9.08e-1","3.70e-1","1.65e-2","CHRNA1,CHRNB1,CHRND,MUSK,CHRNG,CLSTN3"
"6","2.83","UP_KW_CELLULAR_COMPONENT","Synapse","12","253","547","19181","3.91","1.07e-1","5.90e-1","1.66","9.93e-1","5.63e-1","5.95e-2","CHRNA1,CHRNB1,CHRND,CPEB1,MUSK,CHRNG,CLSTN3,MAP1B,CHRNA9,ADGRL1,RGS12,EMB"
"6","2.83","KEGG_PATHWAY","Neuroactive ligand-receptor interaction","9","157","392","10620","2.93","2.19e-1","1.00e+0","1.55","1.00e+0","9.75e-1","1.27e-1","CHRNA1,CHRNB1,CHRND,MC2R,EDN3,CHRNG,APLNR,CHRNA9,APLN"
"6","2.83","GOTERM_BP_DIRECT","chemical synaptic transmission","3","287","155","26568","0.98","4.99e-1","1.00e+0","1.79","1.00e+0","9.93e-1","2.35e-1","CHRND,CHRNG,CHRNA9"
"6","2.83","UP_KW_BIOLOGICAL_PROCESS","Transport","29","160","2081","11883","9.45","5.20e-1","1.00e+0","1.03","1.00e+0","9.87e-1","4.51e-1","KCNK5,CHRNA1,LRRC38,UCP1,CHRNA9,SLC2A1,ATP1A3,ORM2,STX11,CACNA1I,TRPM2,CHRND,CHRNG,MB,UCP2,CLCA1,KCNN3,SCN5A,CHRNB1,SLC6A19,KCNH7,ARFGAP3,SLC7A5,TRAPPC6A,KCNS1,FEZ1,CLCA4A,APOC1,MYH8"
"7","2.72","GOTERM_CC_DIRECT","cytoskeleton","33","289","1512","27008","10.75","1.80e-4","5.74e-3","2.04","5.58e-2","5.14e-3","8.52e-5","AVIL,KIF11,LMOD2,CSRP3,CCNB1,TUBB6,TEKT1,STMN1,MICALL2,NUSAP1,PGM5,PLEKHH1,GTSE1,ZFP365,DLGAP5,PLK3,CKAP2L,PLK2,CKAP2,SHROOM3,AIF1L,TPX2,ACTC1,KRT18,TEC,MAP1B,FEZ1,MYL2,ERCC2,FSCN1,NOSTRIN,BIRC5,ARHGEF2"
"7","2.72","GOTERM_CC_DIRECT","microtubule","14","289","375","27008","4.56","2.16e-4","5.91e-3","3.49","6.67e-2","5.29e-3","5.88e-5","CKAP2,SHROOM3,KIF11,TIAM1,TPX2,TUBB6,FEZ1,MAP1B,TEKT1,STMN1,NUSAP1,BIRC5,ARHGEF2,GTSE1"
"7","2.72","UP_KW_CELLULAR_COMPONENT","Microtubule","13","253","290","19181","4.23","4.78e-4","9.25e-3","3.40","2.08e-2","8.83e-3","1.33e-4","CKAP2,SHROOM3,KIF11,TPX2,TUBB6,FEZ1,MAP1B,TEKT1,STMN1,NUSAP1,BIRC5,ARHGEF2,GTSE1"
"7","2.72","GOTERM_CC_DIRECT","microtubule cytoskeleton","10","289","287","27008","3.26","3.85e-3","4.54e-2","3.26","7.08e-1","4.07e-2","1.12e-3","TPX2,CCNB2,CPEB1,TUBB6,CKAP2L,MAP1B,TEKT1,CKAP2,BIRC5,GTSE1"
"7","2.72","GOTERM_CC_DIRECT","spindle","9","289","236","27008","2.93","3.98e-3","4.54e-2","3.56","7.20e-1","4.07e-2","1.06e-3","RB1,TPX2,ERCC2,NUSAP1,CKAP2,BIRC5,ARHGEF2,KIF11,DLGAP5"
"7","2.72","UP_KW_CELLULAR_COMPONENT","Cytoskeleton","30","253","1392","19181","9.77","9.27e-3","1.02e-1","1.63","3.36e-1","9.74e-2","5.43e-3","AVIL,KIF11,LMOD2,CSRP3,CCNB1,TUBB6,TEKT1,STMN1,MICALL2,NUSAP1,PGM5,GTSE1,ZFP365,DLGAP5,PLK3,CKAP2L,PLK2,CKAP2,SHROOM3,AIF1L,TPX2,ACTC1,TEC,MAP1B,FEZ1,ERCC2,FSCN1,NOSTRIN,BIRC5,ARHGEF2"
"7","2.72","GOTERM_MF_DIRECT","microtubule binding","8","277","273","24521","2.61","3.55e-2","5.72e-1","2.59","1.00e+0","5.58e-1","1.28e-2","TIAM1,MAP1B,NUSAP1,BIRC5,ARHGEF2,KIF11,GTSE1,DLGAP5"
"8","2.66","GOTERM_BP_DIRECT","cardiac muscle contraction","9","287","51","26568","2.93","6.97e-8","6.68e-5","16.34","1.34e-4","6.63e-5","3.61e-9","MYL4,CSRP3,ACTC1,MYL2,TNNC1,TNNT2,TNNI1,ATP1A3,SCN5A"
"8","2.66","GOTERM_BP_DIRECT","ventricular cardiac muscle tissue morphogenesis","5","287","29","26568","1.63","2.53e-4","3.46e-2","15.96","3.84e-1","3.43e-2","1.36e-5","TGFB1,MYL2,TNNC1,TNNT2,TNNI1"
"8","2.66","KEGG_PATHWAY","Adrenergic signaling in cardiomyocytes","9","157","156","10620","2.93","2.10e-3","8.32e-2","3.90","3.93e-1","8.08e-2","5.03e-4","MYL4,ACTC1,MYL2,TNNC1,TNNT2,ATP1A3,CALM4,SCN5A,RAPGEF4"
"8","2.66","KEGG_PATHWAY","Cardiac muscle contraction","6","157","89","10620","1.95","9.90e-3","1.96e-1","4.56","9.06e-1","1.91e-1","2.01e-3","MYL4,ACTC1,MYL2,TNNC1,TNNT2,ATP1A3"
"8","2.66","KEGG_PATHWAY","Hypertrophic cardiomyopathy","5","157","100","10620","1.63","5.95e-2","6.16e-1","3.38","1.00e+0","5.98e-1","1.62e-2","ACTC1,TGFB1,MYL2,TNNC1,TNNT2"
"8","2.66","KEGG_PATHWAY","Dilated cardiomyopathy","5","157","103","10620","1.63","6.50e-2","6.21e-1","3.28","1.00e+0","6.03e-1","1.82e-2","ACTC1,TGFB1,MYL2,TNNC1,TNNT2"
"8","2.66","UP_SEQ_FEATURE","DOMAIN:EF-hand 2","5","282","166","22290","1.63","1.58e-1","1.00e+0","2.38","1.00e+0","9.93e-1","6.01e-2","MYL4,ACTN2,MYL2,TNNC1,CALM4"
"9","2.59","UP_SEQ_FEATURE","CARBOHYD:N-linked (GlcNAc...) asparagine","75","282","3737","22290","24.43","3.08e-5","3.03e-2","1.59","2.98e-2","3.00e-2","1.90e-5","KLB,ROBO2,CD82,CLSTN3,LRRC38,SLC2A1,XYLT1,MSLN,ORM2,EDA2R,C4B,CDH4,LIPG,ITGAX,NRCAM,QSOX1,PTGFRN,EMB,SCN5A,TIMP1,ADAMTS8,PRND,CHRNB1,SLC6A19,MUSK,KCNH7,ELOVL3,DKK3,JAML,COL4A1,ADAM12,DPEP2,APLNR,HHIPL1,MASP1,TLR4,CD101,TNFRSF22,CHODL,CHRNA1,SLC43A2,ABHD2,TGFA,CSF2RB,SEZ6L2,APCDD1,COCH,COL19A1,CHRND,MC2R,CHRNG,CLCA1,NCAM1,AB124611,TGFB1,COL24A1,DNASE2A,GDF15,SERPINA3K,SHISAL1,SERPINA3M,SERPINA3N,LILRB4A,GDF5,KAZALD1,EVI2A,TMEM158,GDNF,CILP,CLCA4A,ADGRL1,CNTN2,CD68,FGFR4,SERINC5"
"9","2.59","UP_SEQ_FEATURE","TOPO_DOM:Extracellular","54","282","2481","22290","17.59","8.39e-5","4.12e-2","1.72","7.90e-2","4.08e-2","4.75e-5","KLB,ROBO2,CD82,CLSTN3,LRRC38,SLC2A1,EDA2R,CX3CL1,CDH4,ITGAX,NRCAM,PTGFRN,EMB,SCN5A,CHRNB1,SLC6A19,TNFRSF12A,MUSK,COL25A1,KCNH7,SHISA2,SLC7A5,JAML,ADAM12,APLNR,TLR4,CD101,TNFRSF22,CHODL,CHRNA1,ABHD2,ATP1A3,TGFA,CSF2RB,SEZ6L2,APCDD1,TRP53I11,CHRND,TRPM2,MC2R,CHRNG,NCAM1,AB124611,SHISAL1,LILRB4A,MYMK,EVI2A,MYMX,KCNS1,ADGRL1,CD68,FGFR4,SERINC5,TMEM229B"
"9","2.59","UP_KW_DOMAIN","Signal","83","205","4774","15070","27.04","5.95e-3","1.25e-1","1.28","1.18e-1","1.19e-1","4.54e-3","RB1,ROBO2,CLSTN3,LRRC38,FHL1,MSLN,ORM2,CX3CL1,C4B,LGALS3,CDH4,CES2C,UCHL1,LIPG,ITGAX,NRCAM,QSOX1,PTGFRN,EMB,TIMP1,ADAMTS8,PRND,CHRNB1,FCRL2,TNFRSF12A,MUSK,EDN3,IGFBP2,SHISA2,OTOR,DKK3,JAML,COL4A1,ADAM12,DPEP2,HHIPL1,MASP1,TLR4,CD101,CHODL,CHRNA1,CHRNA9,TGFA,CSF2RB,SEZ6L2,APCDD1,CST6,COCH,COL19A1,CHRND,CHRNG,CCL6,CLCA1,NCAM1,AB124611,COL28A1,RRM2,TGFB1,COL24A1,DNASE2A,GDF15,SERPINA3K,SHISAL1,SERPINA3M,SERPINA3N,LILRB4A,GDF5,KAZALD1,ABHD15,APLN,EVI2A,MYMX,TMEM158,GDNF,CILP,APOC1,CLCA4A,ADGRL1,CNTN2,ATP13A3,CD68,FGFR4,ULBP1"
"9","2.59","UP_KW_PTM","Glycoprotein","87","225","4605","14128","28.34","3.77e-2","2.89e-1","1.19","5.70e-1","2.89e-1","3.08e-2","KLB,ROBO2,CD82,CLSTN3,LRRC38,SLC2A1,XYLT1,MSLN,ORM2,EDA2R,C4B,CDH4,UCHL1,LIPG,ITGAX,NRCAM,QSOX1,PTGFRN,EMB,SCN5A,TIMP1,ADAMTS8,PRND,CHRNB1,FCRL2,SLC6A19,MUSK,COL25A1,KCNH7,IGFBP2,ELOVL3,KRT8,DKK3,JAML,BDH1,COL4A1,OAS2,ADAM12,DPEP2,APLNR,HHIPL1,MASP1,TLR4,CD101,TNFRSF22,CHODL,CHRNA1,SLC43A2,ABHD2,CHRNA9,TGFA,CSF2RB,SEZ6L2,APCDD1,COCH,COL19A1,CHRND,CACNA1I,MC2R,CHRNG,CLCA1,NCAM1,AB124611,D17H6S56E-5,TGFB1,COL24A1,DNASE2A,GDF15,SERPINA3K,SHISAL1,SERPINA3M,SERPINA3N,LILRB4A,GDF5,KAZALD1,KRT18,EVI2A,TMEM158,GDNF,CILP,CLCA4A,ADGRL1,CNTN2,CD68,FGFR4,ULBP1,SERINC5"
"9","2.59","UP_KW_PTM","Disulfide bond","72","225","4079","14128","23.45","1.93e-1","7.17e-1","1.11","9.91e-1","7.17e-1","1.66e-1","ROBO2,CD82,LRRC38,HMGB2,XYLT1,MSLN,ORM2,EDA2R,CX3CL1,C4B,LGALS3,CES2C,LIPG,ITGAX,NRCAM,QSOX1,PTGFRN,EMB,SCN5A,TIMP1,ADAMTS8,PRND,CHRNB1,FCRL2,TNFRSF12A,MUSK,EDN3,IGFBP2,IGFN1,OTOR,DKK3,SLC7A5,JAML,COL4A1,ADAM12,DPEP2,APLNR,HHIPL1,MASP1,TLR4,CD101,TNFRSF22,CHODL,CHRNA1,CHRNA9,TGFA,CSF2RB,SEZ6L2,CST6,COCH,COL19A1,CHRND,TRPM2,MC2R,CHRNG,CCL6,NCAM1,D17H6S56E-5,COL28A1,GALNT7,TGFB1,DNASE2A,GDF15,LILRB4A,GDF5,KAZALD1,GDNF,CILP,ADGRL1,CNTN2,CD68,FGFR4"
