"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"34","0.81","GOTERM_MF_DIRECT","metallopeptidase activity","6","277","182","24521","1.95","5.57e-2","6.83e-1","2.92","1.00e+0","6.66e-1","1.76e-2","NLN,ADAM12,CLCA4A,DPEP2,CLCA1,ADAMTS8"
"34","0.81","UP_KW_MOLECULAR_FUNCTION","Metalloprotease","6","182","157","12802","1.95","7.21e-2","4.27e-1","2.69","9.97e-1","4.10e-1","2.47e-2","NLN,ADAM12,CLCA4A,DPEP2,CLCA1,ADAMTS8"
"34","0.81","GOTERM_MF_DIRECT","peptidase activity","9","277","563","24521","2.93","3.03e-1","1.00e+0","1.42","1.00e+0","9.77e-1","1.93e-1","NLN,UCHL1,ADAM12,CASP4,CLCA4A,DPEP2,CLCA1,MASP1,ADAMTS8"
"34","0.81","INTERPRO","MetalloPept_cat_dom_sf","3","285","100","22313","0.98","3.64e-1","1.00e+0","2.35","1.00e+0","1.00e+0","1.36e-1","NLN,ADAM12,ADAMTS8"
"34","0.81","GOTERM_MF_DIRECT","metalloendopeptidase activity","3","277","120","24521","0.98","3.92e-1","1.00e+0","2.21","1.00e+0","9.77e-1","1.55e-1","NLN,ADAM12,ADAMTS8"
"34","0.81","GOTERM_BP_DIRECT","proteolysis","9","287","656","26568","2.93","4.14e-1","1.00e+0","1.27","1.00e+0","9.93e-1","2.80e-1","NLN,UCHL1,ADAM12,CASP4,CLCA4A,DPEP2,CLCA1,MASP1,ADAMTS8"
"34","0.81","UP_KW_MOLECULAR_FUNCTION","Protease","9","182","569","12802","2.93","5.58e-1","1.00e+0","1.11","1.00e+0","9.74e-1","4.20e-1","NLN,UCHL1,ADAM12,CASP4,CLCA4A,DPEP2,CLCA1,MASP1,ADAMTS8"
"35","0.73","INTERPRO","Dual-sp_phosphatase_cat-dom","3","285","34","22313","0.98","6.94e-2","1.00e+0","6.91","1.00e+0","1.00e+0","9.21e-3","DUSP2,DUSP18,DUSP29"
"35","0.73","GOTERM_MF_DIRECT","protein serine/threonine phosphatase activity","4","277","90","24521","1.30","8.13e-2","8.41e-1","3.93","1.00e+0","8.20e-1","1.91e-2","DUSP2,PPM1N,DUSP18,DUSP29"
"35","0.73","SMART","DSPc","3","159","36","10952","0.98","9.48e-2","1.00e+0","5.74","1.00e+0","1.00e+0","1.51e-2","DUSP2,DUSP18,DUSP29"
"35","0.73","INTERPRO","TYR_PHOSPHATASE_DUAL_dom","3","285","41","22313","0.98","9.58e-2","1.00e+0","5.73","1.00e+0","1.00e+0","1.54e-2","DUSP2,DUSP18,DUSP29"
"35","0.73","GOTERM_MF_DIRECT","phosphoprotein phosphatase activity","4","277","143","24521","1.30","2.18e-1","1.00e+0","2.48","1.00e+0","9.77e-1","7.93e-2","DUSP2,PPM1N,DUSP18,DUSP29"
"35","0.73","INTERPRO","Tyr_Pase_AS","3","285","74","22313","0.98","2.43e-1","1.00e+0","3.17","1.00e+0","1.00e+0","6.90e-2","DUSP2,DUSP18,DUSP29"
"35","0.73","UP_SEQ_FEATURE","DOMAIN:Tyrosine-protein phosphatase","3","282","78","22290","0.98","2.58e-1","1.00e+0","3.04","1.00e+0","9.93e-1","7.64e-2","DUSP2,DUSP18,DUSP29"
"35","0.73","UP_KW_MOLECULAR_FUNCTION","Protein phosphatase","4","182","132","12802","1.30","2.87e-1","1.00e+0","2.13","1.00e+0","9.74e-1","1.19e-1","DUSP2,PPM1N,DUSP18,DUSP29"
"35","0.73","GOTERM_MF_DIRECT","protein tyrosine phosphatase activity","3","277","96","24521","0.98","2.94e-1","1.00e+0","2.77","1.00e+0","9.77e-1","9.51e-2","DUSP2,DUSP18,DUSP29"
"35","0.73","UP_SEQ_FEATURE","ACT_SITE:Phosphocysteine intermediate","3","282","86","22290","0.98","2.95e-1","1.00e+0","2.76","1.00e+0","9.93e-1","9.57e-2","DUSP2,DUSP18,DUSP29"
"35","0.73","INTERPRO","Tyr_Pase_dom","3","285","87","22313","0.98","3.04e-1","1.00e+0","2.70","1.00e+0","1.00e+0","1.00e-1","DUSP2,DUSP18,DUSP29"
"35","0.73","INTERPRO","Prot-tyrosine_phosphatase-like","3","285","101","22313","0.98","3.69e-1","1.00e+0","2.33","1.00e+0","1.00e+0","1.39e-1","DUSP2,DUSP18,DUSP29"
"36","0.67","KEGG_PATHWAY","Cellular senescence","7","157","183","10620","2.28","5.28e-2","5.98e-1","2.59","1.00e+0","5.81e-1","1.88e-2","RB1,CCNB2,CCNB1,CDKN1A,TGFB1,GADD45A,CALM4"
"36","0.67","KEGG_PATHWAY","Oocyte meiosis","4","157","123","10620","1.30","2.70e-1","1.00e+0","2.20","1.00e+0","9.75e-1","1.09e-1","CCNB2,CPEB1,CCNB1,CALM4"
"36","0.67","KEGG_PATHWAY","Human immunodeficiency virus 1 infection","4","157","243","10620","1.30","6.97e-1","1.00e+0","1.11","1.00e+0","9.75e-1","4.86e-1","CCNB2,CCNB1,CALM4,TLR4"
"37","0.66","GOTERM_BP_DIRECT","small GTPase-mediated signal transduction","5","287","114","26568","1.63","3.50e-2","7.40e-1","4.06","1.00e+0","7.35e-1","8.02e-3","TIAM2,TIAM1,HMOX1,RHOC,RAPGEF4"
"37","0.66","UP_SEQ_FEATURE","DOMAIN:PH 2","3","282","35","22290","0.98","7.18e-2","1.00e+0","6.78","1.00e+0","9.93e-1","9.73e-3","TIAM2,TIAM1,PLEKHH1"
"37","0.66","UP_SEQ_FEATURE","DOMAIN:PH 1","3","282","36","22290","0.98","7.54e-2","1.00e+0","6.59","1.00e+0","9.93e-1","1.05e-2","TIAM2,TIAM1,PLEKHH1"
"37","0.66","UP_SEQ_FEATURE","DOMAIN:DH","3","282","68","22290","0.98","2.11e-1","1.00e+0","3.49","1.00e+0","9.93e-1","5.51e-2","TIAM2,TIAM1,ARHGEF2"
"37","0.66","INTERPRO","DH_dom","3","285","68","22313","0.98","2.15e-1","1.00e+0","3.45","1.00e+0","1.00e+0","5.63e-2","TIAM2,TIAM1,ARHGEF2"
"37","0.66","INTERPRO","DBL_dom_sf","3","285","68","22313","0.98","2.15e-1","1.00e+0","3.45","1.00e+0","1.00e+0","5.63e-2","TIAM2,TIAM1,ARHGEF2"
"37","0.66","UP_KW_MOLECULAR_FUNCTION","Guanine-nucleotide releasing factor","5","182","172","12802","1.63","2.26e-1","1.00e+0","2.04","1.00e+0","9.74e-1","9.93e-2","TIAM2,TIAM1,CYTH4,ARHGEF2,RAPGEF4"
"37","0.66","SMART","RhoGEF","3","159","65","10952","0.98","2.41e-1","1.00e+0","3.18","1.00e+0","1.00e+0","6.83e-2","TIAM2,TIAM1,ARHGEF2"
"37","0.66","INTERPRO","PH_domain","6","285","263","22313","1.95","2.45e-1","1.00e+0","1.79","1.00e+0","1.00e+0","1.21e-1","TIAM2,TIAM1,TEC,CYTH4,ARHGEF2,PLEKHH1"
"37","0.66","GOTERM_MF_DIRECT","guanyl-nucleotide exchange factor activity","5","277","228","24521","1.63","2.56e-1","1.00e+0","1.94","1.00e+0","9.77e-1","1.17e-1","TIAM2,TIAM1,CYTH4,ARHGEF2,RAPGEF4"
"37","0.66","INTERPRO","PH-like_dom_sf","8","285","424","22313","2.61","2.98e-1","1.00e+0","1.48","1.00e+0","1.00e+0","1.77e-1","TIAM2,TIAM1,TEC,CYTH4,CARMIL3,RGS12,ARHGEF2,PLEKHH1"
"37","0.66","SMART","PH","6","159","255","10952","1.95","3.07e-1","1.00e+0","1.62","1.00e+0","1.00e+0","1.67e-1","TIAM2,TIAM1,TEC,CYTH4,ARHGEF2,PLEKHH1"
"37","0.66","UP_SEQ_FEATURE","DOMAIN:PH","5","282","266","22290","1.63","4.33e-1","1.00e+0","1.49","1.00e+0","9.93e-1","2.46e-1","TIAM2,TIAM1,TEC,CYTH4,ARHGEF2"
"37","0.66","GOTERM_MF_DIRECT","lipid binding","5","277","373","24521","1.63","6.07e-1","1.00e+0","1.19","1.00e+0","9.77e-1","4.14e-1","TIAM1,TEC,CYTH4,CASP4,HMGB2"
"37","0.66","UP_KW_LIGAND","Lipid-binding","3","103","270","6880","0.98","9.15e-1","1.00e+0","0.74","1.00e+0","1.00e+0","7.76e-1","TIAM1,TEC,CYTH4"
"38","0.57","SMART","CH","3","159","66","10952","0.98","2.46e-1","1.00e+0","3.13","1.00e+0","1.00e+0","7.09e-2","ACTN2,MICALL2,SMTNL1"
"38","0.57","UP_SEQ_FEATURE","DOMAIN:Calponin-homology (CH)","3","282","77","22290","0.98","2.53e-1","1.00e+0","3.08","1.00e+0","9.93e-1","7.41e-2","ACTN2,MICALL2,SMTNL1"
"38","0.57","INTERPRO","CH_dom","3","285","82","22313","0.98","2.80e-1","1.00e+0","2.86","1.00e+0","1.00e+0","8.77e-2","ACTN2,MICALL2,SMTNL1"
"38","0.57","INTERPRO","CH_dom_sf","3","285","84","22313","0.98","2.90e-1","1.00e+0","2.80","1.00e+0","1.00e+0","9.27e-2","ACTN2,MICALL2,SMTNL1"
"39","0.56","GOTERM_MF_DIRECT","metal ion binding","59","277","4074","24521","19.22","3.19e-2","5.72e-1","1.28","1.00e+0","5.58e-1","2.40e-2","TOP2A,CDKN1A,FHL1,TRP63,XYLT1,SH3RF1,CDH4,CSRP3,TUBB6,MB,LIPG,ITGAX,CPNE2,TIMP1,ADAMTS8,PRND,LMCD1,ZFP365,OASL2,SLC6A19,ZFP697,MUSK,ACTN2,TNNC1,AMPD3,ARFGAP3,OAS2,MYL2,ADAM12,DPEP2,BIRC5,MASP1,ARHGEF2,CYP2E1,ZFP703,PPM1N,ATP1A3,NLN,CACNA1I,TRPM2,MKNK2,MICALL2,HMOX1,CLCA1,ZIM1,RUNX1T1,CAR3,GALNT7,EGLN3,RRM2,CYP4B1,AIF1L,CPEB1,TEC,NEURL3,ERCC2,CLCA4A,CALM4,ATP13A3"
"39","0.56","UP_KW_LIGAND","Metal-binding","61","103","4169","6880","19.87","6.83e-1","1.00e+0","0.98","1.00e+0","1.00e+0","6.53e-1","TOP2A,CDKN1A,FHL1,TRP63,XYLT1,SH3RF1,CDH4,CSRP3,TUBB6,MB,LIPG,ITGAX,PGM5,CPNE2,TIMP1,ADAMTS8,PRND,LMCD1,ZFP365,OASL2,SLC6A19,ZFP697,MUSK,ACTN2,TNNC1,AMPD3,ARFGAP3,OAS2,MYL2,ADAM12,DPEP2,BIRC5,MASP1,ARHGEF2,CYP2E1,ZFP703,PPM1N,ATP1A3,MYL12A,NLN,CACNA1I,TRPM2,MKNK2,MICALL2,HMOX1,CLCA1,ZIM1,RUNX1T1,CAR3,GALNT7,EGLN3,RRM2,CYP4B1,AIF1L,CPEB1,TEC,NEURL3,ERCC2,CLCA4A,CALM4,ATP13A3"
"39","0.56","UP_KW_LIGAND","Zinc","28","103","2506","6880","9.12","9.88e-1","1.00e+0","0.75","1.00e+0","1.00e+0","9.82e-1","CDKN1A,ZFP703,FHL1,TRP63,SH3RF1,NLN,CSRP3,MKNK2,MICALL2,CLCA1,ZIM1,TIMP1,ADAMTS8,LMCD1,ZFP365,RUNX1T1,CAR3,ZFP697,AMPD3,ARFGAP3,CPEB1,TEC,NEURL3,CLCA4A,ADAM12,DPEP2,BIRC5,ARHGEF2"
"40","0.49","UP_SEQ_FEATURE","REPEAT:ANK 5","4","282","120","22290","1.30","1.93e-1","1.00e+0","2.63","1.00e+0","9.93e-1","6.62e-2","ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","UP_SEQ_FEATURE","REPEAT:ANK 1","5","282","209","22290","1.63","2.69e-1","1.00e+0","1.89","1.00e+0","9.93e-1","1.27e-1","PPP1R27,ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","UP_SEQ_FEATURE","REPEAT:ANK 2","5","282","209","22290","1.63","2.69e-1","1.00e+0","1.89","1.00e+0","9.93e-1","1.27e-1","PPP1R27,ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","UP_SEQ_FEATURE","REPEAT:ANK 4","4","282","146","22290","1.30","2.80e-1","1.00e+0","2.17","1.00e+0","9.93e-1","1.15e-1","ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","INTERPRO","Ankyrin_rpt","5","285","234","22313","1.63","3.48e-1","1.00e+0","1.67","1.00e+0","1.00e+0","1.84e-1","PPP1R27,ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","INTERPRO","Ankyrin_rpt-contain_sf","5","285","242","22313","1.63","3.71e-1","1.00e+0","1.62","1.00e+0","1.00e+0","1.98e-1","PPP1R27,ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","UP_SEQ_FEATURE","REPEAT:ANK 3","4","282","175","22290","1.30","3.76e-1","1.00e+0","1.81","1.00e+0","9.93e-1","1.82e-1","ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","UP_KW_DOMAIN","ANK repeat","5","205","235","15070","1.63","3.94e-1","8.50e-1","1.56","1.00e+0","8.09e-1","2.17e-1","PPP1R27,ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","UP_SEQ_FEATURE","REPEAT:ANK","4","282","184","22290","1.30","4.07e-1","1.00e+0","1.72","1.00e+0","9.93e-1","2.05e-1","ANKRD55,ANKRD1,ANKRD2,NFKB2"
"40","0.49","SMART","ANK","5","159","225","10952","1.63","4.09e-1","1.00e+0","1.53","1.00e+0","1.00e+0","2.29e-1","PPP1R27,ANKRD55,ANKRD1,ANKRD2,NFKB2"
"41","0.47","GOTERM_CC_DIRECT","endoplasmic reticulum","23","289","1759","27008","7.49","2.50e-1","9.48e-1","1.22","1.00e+0","8.50e-1","1.88e-1","PI4K2B,CLSTN3,ELOVL3,CYP4B1,ATP1A3,MBOAT2,SHISA2,SEZ6L2,TMEM100,ALDH3A1,CES2C,UCHL1,TRAPPC6A,SLN,APOC1,CASP4,HMOX1,QSOX1,SCN5A,CYP2E1,PTGFRN,FGFR4,LPIN2"
"41","0.47","GOTERM_CC_DIRECT","endoplasmic reticulum membrane","16","289","1159","27008","5.21","2.59e-1","9.71e-1","1.29","1.00e+0","8.70e-1","1.83e-1","PI4K2B,CLSTN3,ELOVL3,CYP4B1,MBOAT2,SHISA2,SEZ6L2,UCHL1,MYMX,SLN,TMEM116,CASP4,HMOX1,CYP2E1,PTGFRN,LPIN2"
"41","0.47","UP_KW_CELLULAR_COMPONENT","Endoplasmic reticulum","18","253","1347","19181","5.86","6.04e-1","1.00e+0","1.01","1.00e+0","9.77e-1","5.13e-1","PI4K2B,CLSTN3,ELOVL3,CYP4B1,MBOAT2,SHISA2,SEZ6L2,TMEM100,CES2C,UCHL1,TRAPPC6A,SLN,CASP4,HMOX1,CYP2E1,PTGFRN,FGFR4,LPIN2"
"42","0.45","GOTERM_BP_DIRECT","calcium ion transport","4","287","167","26568","1.30","2.68e-1","1.00e+0","2.22","1.00e+0","9.93e-1","1.08e-1","TRPM2,CACNA1I,CHRNA9,CLCA1"
"42","0.45","GOTERM_MF_DIRECT","calcium channel activity","3","277","108","24521","0.98","3.44e-1","1.00e+0","2.46","1.00e+0","9.77e-1","1.24e-1","TRPM2,CACNA1I,CHRNA9"
"42","0.45","GOTERM_BP_DIRECT","calcium ion transmembrane transport","3","287","148","26568","0.98","4.74e-1","1.00e+0","1.88","1.00e+0","9.93e-1","2.15e-1","TRPM2,CACNA1I,CHRNA9"
"43","0.43","GOTERM_BP_DIRECT","antiviral innate immune response","3","287","87","26568","0.98","2.41e-1","1.00e+0","3.19","1.00e+0","9.93e-1","6.83e-2","OAS2,SERINC5,OASL2"
"43","0.43","UP_KW_BIOLOGICAL_PROCESS","Antiviral defense","3","160","106","11883","0.98","4.16e-1","1.00e+0","2.10","1.00e+0","9.87e-1","1.72e-1","OAS2,SERINC5,OASL2"
"43","0.43","GOTERM_BP_DIRECT","defense response to virus","4","287","253","26568","1.30","5.14e-1","1.00e+0","1.46","1.00e+0","9.93e-1","2.93e-1","OAS2,ITGAX,SERINC5,OASL2"
"44","0.42","GOTERM_BP_DIRECT","DNA damage response","11","287","573","26568","3.58","9.21e-2","1.00e+0","1.78","1.00e+0","9.93e-1","4.81e-2","RAD51AP1,TOP2A,PLK3,EGLN3,CDKN1A,GADD45A,ERCC1,ERCC2,NABP1,TRP63,BBC3"
"44","0.42","GOTERM_MF_DIRECT","single-stranded DNA binding","4","277","129","24521","1.30","1.78e-1","1.00e+0","2.74","1.00e+0","9.77e-1","5.88e-2","RAD51AP1,ERCC1,NABP1,MCM5"
"44","0.42","GOTERM_CC_DIRECT","chromosome, telomeric region","3","289","145","27008","0.98","4.59e-1","1.00e+0","1.93","1.00e+0","8.99e-1","2.03e-1","RAD51AP1,ERCC1,NABP1"
"44","0.42","UP_KW_BIOLOGICAL_PROCESS","DNA damage","7","160","433","11883","2.28","5.24e-1","1.00e+0","1.20","1.00e+0","9.87e-1","3.66e-1","RAD51AP1,PLK3,EGLN3,GADD45A,ERCC1,ERCC2,NABP1"
"44","0.42","GOTERM_BP_DIRECT","DNA repair","4","287","421","26568","1.30","8.34e-1","1.00e+0","0.88","1.00e+0","9.93e-1","6.69e-1","RAD51AP1,ERCC1,ERCC2,NABP1"
"44","0.42","UP_KW_BIOLOGICAL_PROCESS","DNA repair","4","160","358","11883","1.30","8.62e-1","1.00e+0","0.83","1.00e+0","9.87e-1","7.15e-1","RAD51AP1,ERCC1,ERCC2,NABP1"
"45","0.42","GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","24","287","1328","26568","7.82","1.72e-2","5.59e-1","1.67","1.00e+0","5.55e-1","9.85e-3","MYOG,TEAD4,STAT5A,TOP2A,RB1,HES6,TGFB1,HMGB2,CKAP2,TRP63,MAFA,CX3CL1,RUNX1,NFKB2,CSRP3,GDNF,SIX2,MYF6,ZIM1,HCLS1,ARHGEF2,LPIN2,TLR4,LPIN3"
"45","0.42","INTERPRO","p53-like_TF_DNA-bd_sf","4","285","46","22313","1.30","2.07e-2","9.48e-1","6.81","1.00e+0","9.47e-1","2.79e-3","STAT5A,TRP63,NFKB2,RUNX1"
"45","0.42","GOTERM_MF_DIRECT","DNA-binding transcription activator activity, RNA polymerase II-specific","9","277","528","24521","2.93","2.43e-1","1.00e+0","1.51","1.00e+0","9.77e-1","1.44e-1","STAT5A,MYOG,TEAD4,SIX2,MYF6,TRP63,MAFA,NFKB2,RUNX1"
"45","0.42","GOTERM_MF_DIRECT","DNA-binding transcription factor activity","10","277","651","24521","3.26","3.13e-1","1.00e+0","1.36","1.00e+0","9.77e-1","2.05e-1","STAT5A,MYOG,TEAD4,HES6,ZFP697,SIX2,TRP63,MAFA,NFKB2,RUNX1"
"45","0.42","GOTERM_BP_DIRECT","positive regulation of DNA-templated transcription","11","287","799","26568","3.58","3.57e-1","1.00e+0","1.27","1.00e+0","9.93e-1","2.47e-1","MYOG,TEAD4,LBH,TGFB1,ACTN2,ANKRD1,MYF6,HMGB2,TRP63,MAFA,RUNX1"
"45","0.42","GOTERM_MF_DIRECT","DNA binding","26","277","2205","24521","8.47","5.16e-1","1.00e+0","1.04","1.00e+0","9.77e-1","4.39e-1","TOP2A,RB1,HMGB2,TRP63,MKI67,CENPA,RAD51AP1,NACC2,SIX2,NUSAP1,ANKRD1,ZIM1,MYOG,TEAD4,STAT5A,HES6,ZFP697,MAFA,RUNX1,NFKB2,ERCC1,ERCC2,NOSTRIN,MYF6,NABP1,MCM5"
"45","0.42","GOTERM_MF_DIRECT","RNA polymerase II cis-regulatory region sequence-specific DNA binding","13","277","1060","24521","4.23","5.22e-1","1.00e+0","1.09","1.00e+0","9.77e-1","4.13e-1","MYOG,TEAD4,STAT5A,HES6,ZFP697,TRP63,MAFA,RUNX1,NFKB2,NACC2,SIX2,MYF6,ZIM1"
"45","0.42","GOTERM_BP_DIRECT","regulation of transcription by RNA polymerase II","17","287","1548","26568","5.54","6.03e-1","1.00e+0","1.02","1.00e+0","9.93e-1","5.05e-1","TEAD4,STAT5A,RB1,HES6,ZFP697,HMGB2,UCP1,MAFA,RUNX1,NACC2,SIX2,ERCC2,ANKRD1,MYF6,HMOX1,ZIM1,ANKRD2"
"45","0.42","UP_KW_MOLECULAR_FUNCTION","Repressor","9","182","597","12802","2.93","6.13e-1","1.00e+0","1.06","1.00e+0","9.74e-1","4.77e-1","RB1,HES6,CPEB1,ZFP703,BIRC5,LMCD1,NFKB2,RUNX1,RUNX1T1"
"45","0.42","GOTERM_MF_DIRECT","DNA-binding transcription factor activity, RNA polymerase II-specific","12","277","1080","24521","3.91","6.75e-1","1.00e+0","0.98","1.00e+0","9.77e-1","5.65e-1","STAT5A,MYOG,TEAD4,HES6,NACC2,SIX2,MYF6,ZIM1,TRP63,MAFA,NFKB2,RUNX1"
"45","0.42","GOTERM_BP_DIRECT","regulation of DNA-templated transcription","16","287","1554","26568","5.21","7.05e-1","1.00e+0","0.95","1.00e+0","9.93e-1","6.15e-1","MYOG,TEAD4,STAT5A,RB1,HES6,MUSK,ZFP703,TRP63,MAFA,RUNX1,NFKB2,LBH,SIX2,MYF6,ZIM1,RUNX1T1"
"45","0.42","GOTERM_MF_DIRECT","sequence-specific DNA binding","6","277","524","24521","1.95","7.05e-1","1.00e+0","1.01","1.00e+0","9.77e-1","5.43e-1","STAT5A,TOP2A,MYOG,TEAD4,SIX2,TRP63"
"45","0.42","UP_KW_MOLECULAR_FUNCTION","Activator","9","182","700","12802","2.93","7.80e-1","1.00e+0","0.90","1.00e+0","9.74e-1","6.70e-1","STAT5A,MYOG,TEAD4,CPEB1,CIDEA,TRP63,MAFA,NFKB2,RUNX1"
"45","0.42","UP_KW_MOLECULAR_FUNCTION","DNA-binding","23","182","1958","12802","7.49","9.04e-1","1.00e+0","0.83","1.00e+0","9.74e-1","8.67e-1","MYOG,TEAD4,STAT5A,TOP2A,RB1,ZFP697,HMGB2,TRP63,MKI67,MAFA,CENPA,RUNX1,NFKB2,RAD51AP1,ERCC1,SIX2,ERCC2,NUSAP1,MYF6,ZIM1,NABP1,MCM5,RUNX1T1"
"45","0.42","UP_KW_BIOLOGICAL_PROCESS","Transcription regulation","21","160","2267","11883","6.84","9.89e-1","1.00e+0","0.69","1.00e+0","9.89e-1","9.82e-1","MYOG,TEAD4,STAT5A,RB1,HES6,ZFP697,ZFP703,CIDEA,HMGB2,TRP63,MAFA,RUNX1,NFKB2,CSRP3,LBH,ERCC2,BIRC5,ZIM1,LPIN2,LMCD1,RUNX1T1"
"45","0.42","UP_KW_BIOLOGICAL_PROCESS","Transcription","21","160","2325","11883","6.84","9.93e-1","1.00e+0","0.67","1.00e+0","9.93e-1","9.88e-1","MYOG,TEAD4,STAT5A,RB1,HES6,ZFP697,ZFP703,CIDEA,HMGB2,TRP63,MAFA,RUNX1,NFKB2,CSRP3,LBH,ERCC2,BIRC5,ZIM1,LPIN2,LMCD1,RUNX1T1"
"46","0.39","GOTERM_CC_DIRECT","chromosome, centromeric region","5","289","165","27008","1.63","1.01e-1","5.54e-1","2.83","1.00e+0","4.97e-1","3.27e-2","TOP2A,BIRC5,MKI67,CENPA,SPC25"
"46","0.39","UP_KW_CELLULAR_COMPONENT","Centromere","3","253","147","19181","0.98","5.78e-1","1.00e+0","1.55","1.00e+0","9.77e-1","3.07e-1","BIRC5,CENPA,SPC25"
"46","0.39","GOTERM_CC_DIRECT","chromosome","8","289","715","27008","2.61","6.43e-1","1.00e+0","1.05","1.00e+0","8.99e-1","4.97e-1","RAD51AP1,NUSAP1,HMGB2,BIRC5,MCM5,MKI67,CENPA,SPC25"
"46","0.39","UP_KW_CELLULAR_COMPONENT","Chromosome","8","253","640","19181","2.61","7.40e-1","1.00e+0","0.95","1.00e+0","9.77e-1","6.11e-1","RAD51AP1,NUSAP1,HMGB2,BIRC5,MCM5,MKI67,CENPA,SPC25"
"47","0.38","GOTERM_MF_DIRECT","GTP binding","8","277","392","24521","2.61","1.54e-1","1.00e+0","1.81","1.00e+0","9.77e-1","7.75e-2","RASD2,EEF1A1,MFHAS1,ARL4D,TUBB6,RRAD,UCP1,RHOC"
"47","0.38","GOTERM_MF_DIRECT","GTPase activity","6","277","325","24521","1.95","2.98e-1","1.00e+0","1.63","1.00e+0","9.77e-1","1.64e-1","RASD2,EEF1A1,ARL4D,TUBB6,RRAD,RHOC"
"47","0.38","SMART","RAB","4","159","151","10952","1.30","3.72e-1","1.00e+0","1.82","1.00e+0","1.00e+0","1.77e-1","RASD2,ARL4D,RRAD,RHOC"
"47","0.38","UP_KW_LIGAND","GTP-binding","7","103","368","6880","2.28","4.66e-1","1.00e+0","1.27","1.00e+0","1.00e+0","3.13e-1","RASD2,EEF1A1,MFHAS1,ARL4D,TUBB6,RRAD,RHOC"
"47","0.38","INTERPRO","Small_GTPase","3","285","135","22313","0.98","5.14e-1","1.00e+0","1.74","1.00e+0","1.00e+0","2.49e-1","RASD2,RRAD,RHOC"
"47","0.38","SMART","RAS","3","159","133","10952","0.98","5.75e-1","1.00e+0","1.55","1.00e+0","1.00e+0","3.04e-1","RASD2,RRAD,RHOC"
"47","0.38","INTERPRO","Small_GTP-bd","3","285","167","22313","0.98","6.30e-1","1.00e+0","1.41","1.00e+0","1.00e+0","3.60e-1","RASD2,ARL4D,RHOC"
"47","0.38","INTERPRO","P-loop_NTPase","12","285","931","22313","3.91","6.42e-1","1.00e+0","1.01","1.00e+0","1.00e+0","5.31e-1","RASD2,EEF1A1,MFHAS1,ARL4D,MYH3,MYO1A,RRAD,ERCC2,MYH8,MCM5,KIF11,RHOC"
"48","0.38","GOTERM_MF_DIRECT","heme binding","5","277","192","24521","1.63","1.71e-1","1.00e+0","2.31","1.00e+0","9.77e-1","6.75e-2","KCNH7,MB,CYP4B1,HMOX1,CYP2E1"
"48","0.38","GOTERM_MF_DIRECT","oxidoreductase activity","10","277","680","24521","3.26","3.60e-1","1.00e+0","1.30","1.00e+0","9.77e-1","2.44e-1","ALDH3A1,EGLN3,RRM2,HPGD,BDH1,MB,CYP4B1,HMOX1,QSOX1,CYP2E1"
"48","0.38","UP_KW_LIGAND","Heme","4","103","179","6880","1.30","4.98e-1","1.00e+0","1.49","1.00e+0","1.00e+0","2.80e-1","MB,CYP4B1,HMOX1,CYP2E1"
"48","0.38","UP_KW_LIGAND","Iron","7","103","397","6880","2.28","5.41e-1","1.00e+0","1.18","1.00e+0","1.00e+0","3.84e-1","EGLN3,RRM2,MB,ERCC2,CYP4B1,HMOX1,CYP2E1"
"48","0.38","UP_KW_MOLECULAR_FUNCTION","Oxidoreductase","10","182","649","12802","3.26","5.72e-1","1.00e+0","1.08","1.00e+0","9.74e-1","4.43e-1","ALDH3A1,EGLN3,RRM2,HPGD,BDH1,MB,CYP4B1,HMOX1,QSOX1,CYP2E1"
"48","0.38","UP_SEQ_FEATURE","BINDING:axial binding residue","3","282","155","22290","0.98","5.84e-1","1.00e+0","1.53","1.00e+0","9.93e-1","3.13e-1","CYP4B1,HMOX1,CYP2E1"
"49","0.31","GOTERM_MF_DIRECT","nucleotide binding","30","277","1865","24521","9.77","4.81e-2","6.35e-1","1.42","1.00e+0","6.19e-1","3.20e-2","TOP2A,PI4K2B,RRAD,ATP1A3,KIF11,MKI67,RASD2,TUBB6,IRAK2,MKNK2,OASL2,PLK3,MUSK,PLK2,RHOC,SBK2,EEF1A1,ARL4D,MFHAS1,ACTC1,MYH3,TEC,MYO1A,OAS2,ERCC2,MYH8,MCM5,ATP13A3,FGFR4,RAPGEF4"
