"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=1","7","165","774","22331","3.91","5.05e-1","1.00e+0","1.22","1.00e+0","1.00e+0","3.48e-1","CX3CR1,SLC6A19,P2RY10,CALCR,STING1,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=2","7","165","779","22331","3.91","5.11e-1","1.00e+0","1.22","1.00e+0","1.00e+0","3.54e-1","CX3CR1,SLC6A19,P2RY10,CALCR,STING1,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=7","6","165","656","22331","3.35","5.30e-1","1.00e+0","1.24","1.00e+0","1.00e+0","3.57e-1","CX3CR1,SLC6A19,P2RY10,CALCR,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=6","6","165","727","22331","3.35","6.21e-1","1.00e+0","1.12","1.00e+0","1.00e+0","4.50e-1","CX3CR1,SLC6A19,P2RY10,CALCR,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=5","6","165","733","22331","3.35","6.29e-1","1.00e+0","1.11","1.00e+0","1.00e+0","4.58e-1","CX3CR1,SLC6A19,P2RY10,CALCR,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=3","6","165","758","22331","3.35","6.58e-1","1.00e+0","1.07","1.00e+0","1.00e+0","4.90e-1","CX3CR1,SLC6A19,P2RY10,CALCR,STING1,SLC9A9"
"23","0.42","UP_KW_MOLECULAR_FUNCTION","G-protein coupled receptor","3","81","906","12834","1.68","9.80e-1","1.00e+0","0.52","1.00e+0","1.00e+0","9.32e-1","CX3CR1,P2RY10,CALCR"
"23","0.42","GOTERM_BP_DIRECT","G protein-coupled receptor signaling pathway","4","168","2030","26481","2.23","1.00e+0","1.00e+0","0.31","1.00e+0","1.00e+0","9.99e-1","CX3CR1,P2RY10,RGS19,CALCR"
"23","0.42","GOTERM_MF_DIRECT","G protein-coupled receptor activity","3","165","1756","24402","1.68","1.00e+0","1.00e+0","0.25","1.00e+0","1.00e+0","1.00e+0","CX3CR1,P2RY10,CALCR"
"23","0.42","UP_KW_MOLECULAR_FUNCTION","Transducer","3","81","2042","12834","1.68","1.00e+0","1.00e+0","0.23","1.00e+0","1.00e+0","1.00e+0","CX3CR1,P2RY10,CALCR"
"24","0.41","GOTERM_CC_DIRECT","endoplasmic reticulum membrane","12","171","1176","26676","6.70","1.32e-1","9.97e-1","1.59","1.00e+0","9.86e-1","7.62e-2","CD74,RDH16F2,DIPK1B,STING1,ELOVL3,RDH16,TYRO3,PIGZ,PLD4,FLVCR2,LRAT,TRAM1L1"
"24","0.41","UP_SEQ_FEATURE","TOPO_DOM:Lumenal","7","165","664","22331","3.91","3.62e-1","1.00e+0","1.43","1.00e+0","1.00e+0","2.21e-1","B4GALT2,DIPK1B,STING1,SLC9A9,PLD4,LRAT,TRAM1L1"
"24","0.41","GOTERM_CC_DIRECT","endoplasmic reticulum","9","171","1331","26676","5.03","6.18e-1","1.00e+0","1.05","1.00e+0","9.93e-1","4.83e-1","GRIA2,CD74,STING1,ELOVL3,PIGZ,PLD4,GPC2,LRAT,THY1"
"24","0.41","UP_KW_CELLULAR_COMPONENT","Endoplasmic reticulum","10","154","1359","19217","5.59","7.62e-1","1.00e+0","0.92","1.00e+0","1.00e+0","6.56e-1","CD74,DIPK1B,STING1,ELOVL3,RDH16,PIGZ,PLD4,FLVCR2,LRAT,TRAM1L1"
"25","0.35","SMART","IGv","8","98","548","10959","4.47","2.11e-1","1.00e+0","1.63","1.00e+0","1.00e+0","1.17e-1","IGKV2-137,CD86,IGKV8-24,CLMP,IGKV3-4,CD8B1,THY1,DSCAML1"
"25","0.35","INTERPRO","IgV_Light_Chain","3","170","168","22338","1.68","3.63e-1","1.00e+0","2.35","1.00e+0","1.00e+0","1.37e-1","IGKV2-137,IGKV8-24,IGKV3-4"
"25","0.35","GOTERM_CC_DIRECT","immunoglobulin complex","3","171","385","26676","1.68","7.06e-1","1.00e+0","1.22","1.00e+0","9.93e-1","4.47e-1","IGKV2-137,IGKV8-24,IGKV3-4"
"25","0.35","UP_KW_CELLULAR_COMPONENT","Immunoglobulin","3","154","330","19217","1.68","7.42e-1","1.00e+0","1.13","1.00e+0","1.00e+0","4.95e-1","IGKV2-137,IGKV8-24,IGKV3-4"
"26","0.35","GOTERM_BP_DIRECT","positive regulation of DNA-templated transcription","10","168","813","26481","5.59","7.29e-2","1.00e+0","1.94","1.00e+0","9.99e-1","3.50e-2","CD74,CDKN2A,LHX2,MAK,ATAD2,TAF9,SCX,TRP63,FOXM1,ETV4"
"26","0.35","GOTERM_MF_DIRECT","sequence-specific DNA binding","7","165","527","24402","3.91","1.45e-1","1.00e+0","1.96","1.00e+0","1.00e+0","6.75e-2","CUX2,MAF,LHX2,SCX,TRP63,FOXM1,ETV4"
"26","0.35","UP_KW_MOLECULAR_FUNCTION","Activator","8","81","701","12834","4.47","1.46e-1","1.00e+0","1.81","1.00e+0","1.00e+0","7.41e-2","MAF,LHX2,TCF7,ATAD2,SCX,TRP63,FOXM1,ETV4"
"26","0.35","GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","12","168","1346","26481","6.70","2.30e-1","1.00e+0","1.41","1.00e+0","9.99e-1","1.48e-1","LMO1,ZCCHC12,MAF,STING1,CDKN2A,LHX2,TAF9,SCX,TRP63,TNFSF8,FOXM1,ETV4"
"26","0.35","GOTERM_MF_DIRECT","DNA-binding transcription activator activity, RNA polymerase II-specific","6","165","538","24402","3.35","2.95e-1","1.00e+0","1.65","1.00e+0","1.00e+0","1.58e-1","MAF,CDKN2A,LHX2,SCX,TRP63,ETV4"
"26","0.35","GOTERM_MF_DIRECT","transcription cis-regulatory region binding","4","165","339","24402","2.23","3.99e-1","1.00e+0","1.75","1.00e+0","1.00e+0","1.98e-1","TCF7,TAF9,TRP63,FOXM1"
