"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000042684",1009.94712518618,0.500241824760379,0.168101004941188,0.000847701471362602,0.00342820954939626,"Npl"
"ENSMUSG00000042724",203.233619713436,0.487106028303095,0.20176832752473,0.0048514248134153,0.0157611872123517,"Map3k9"
"ENSMUSG00000043252",1579.98347168121,-0.85955400337674,0.100779000356897,1.13559966393594e-18,3.37607499492107e-17,"Tmem64"
"ENSMUSG00000043673",62.9712218461292,0.962869823985444,0.281950513194625,5.1192389727603e-05,0.000274290258430037,"Kcns3"
"ENSMUSG00000043881",399.282324570826,-0.486403136892907,0.163506661208509,0.000905193167327354,0.0036311792870056,"Kbtbd7"
"ENSMUSG00000043885",381.83388813927,1.18461693395982,0.1960647934991,1.64672326101375e-10,2.12535229969516e-09,"Slc36a4"
"ENSMUSG00000044033",1112.10886811443,0.705709632938876,0.287895255990069,0.00201605744955207,0.0073478773344587,"Ccdc141"
"ENSMUSG00000044221",2486.073922281,-0.577249416584471,0.0925156390952881,8.50694402764213e-11,1.14243490726384e-09,"Grsf1"
"ENSMUSG00000044249",378.016793373696,-0.436490614639068,0.168975540742889,0.00374245787235817,0.0126094773205712,"Defb29"
"ENSMUSG00000044337",1008.0254237746,-0.471861604287029,0.191150894284785,0.00445071273110755,0.0146121204207656,"Ackr3"
"ENSMUSG00000044367",703.615066870189,-1.34062069742718,0.252009396114548,1.04549954249518e-08,1.04966887434057e-07,"Slc16a13"
"ENSMUSG00000044734",286.185462781495,0.95123885607414,0.194841041907354,8.42462354017579e-08,7.38788966448661e-07,"Serpinb1a"
"ENSMUSG00000044816",566.279763338753,0.484725363115246,0.188923192426036,0.00319893989325235,0.0110362039092621,"D630023F18Rik"
"ENSMUSG00000045094",403.825676049892,1.78238097736814,0.588713472508146,4.83284760191522e-05,0.000260136687292265,"Arhgef37"
"ENSMUSG00000045193",735.505332810877,0.474457449510774,0.202992926943898,0.00629757106357367,0.0196844870160957,"Cirbp"
"ENSMUSG00000045257",242.81759747835,-0.729095431285783,0.157589422207263,3.94041519185057e-07,3.11613987080381e-06,"Morn2"
