"","Reversal_norm1","Reversal_DR1","Reversal_sAct1","celltype"
"Cell_40537",0,0,0,"PC_CNT"
"Cell_40538",0,0,0,"DCT/CNT"
"Cell_40539",0,0,0,"TAL-1"
"Cell_40540",0.121596653923714,0.261341579048943,-0.0323483669994349,"EC-2"
"Cell_40541",0.0654446630535378,-0.112215366317481,0.219654329952104,"PC_CNT"
"Cell_40542",0,0,0,"TAL-1"
"Cell_40543",0,0,0,"PT-1"
"Cell_40544",0,0,0,"IC-A"
"Cell_40545",0,0,0,"Undef"
"Cell_40546",0,0,0,"DCT/CNT"
"Cell_40547",0.141419457412986,0.207124239227021,-0.154477542699026,"IMM"
"Cell_40548",0.0686491948146108,0.177617772166029,0.00722689366674245,"EC-1(gEC)"
"Cell_40549",0,0,0,"TAL-1"
"Cell_40550",0.0449221531865408,0.162069976257186,-0.19931536517126,"EC-5"
"Cell_40551",-0.103076998134647,-0.142953896419802,-0.112782410112494,"Uro"
"Cell_40552",0.140625129252289,0.293541998781874,-0.333631341226658,"ATL"
"Cell_40553",-0.00155531034441003,-0.102228166774402,-0.021076004441203,"PODO"
"Cell_40554",0,0,0,"DCT/CNT"
"Cell_40555",0,0,0,"TAL-1"
"Cell_40556",0,0,0,"TAL-2"
"Cell_40557",0,0,0,"PC_CNT"
"Cell_40558",0,0,0,"TAL-1"
"Cell_40559",0.0794186435449725,0.121559503679016,0.158923317104673,"ADIPO"
"Cell_40560",0,0,0,"DCT/CNT"
"Cell_40561",0.0436982165579946,0.0620850108388595,-0.225073994709357,"EC-3"
"Cell_40562",0.0863822374686267,0.154498245702089,0.0836180188071808,"IMM"
"Cell_40563",0,0,0,"PC_CNT"
"Cell_40564",0,0,0,"TAL-2"
"Cell_40565",0,0,0,"TAL-1"
"Cell_40566",0.00764874898674617,0.104303137092508,0.455972395465586,"Undef"
"Cell_40567",0,0,0,"PC_CNT"
"Cell_40568",0.00915756324407169,-0.176555974803129,-0.140800300174586,"PT-1"
"Cell_40569",0,0,0,"PT-1"
"Cell_40570",-0.0222935590988955,0.0130136687347194,-0.344155618354721,"EC-2"
"Cell_40571",0,0,0,"PC_CNT"
"Cell_40572",0.316165562488992,-0.345658145316189,-0.263531102092927,"PT-1"
"Cell_40573",0,0,0,"TAL-1"
"Cell_40574",0,0,0,"PT-1"
"Cell_40575",0.152791918667423,0.262688881558133,0.136162105539745,"Undef"
"Cell_40576",0.0190310346173871,0.112787776243316,-0.172944627047221,"PECs?"
"Cell_40577",0.242121673932459,0.185850889500701,0.270903695195641,"vSMC/MC"
"Cell_40578",0,0,0,"TAL-1"
"Cell_40579",0,0,0,"TAL-1"
"Cell_40580",0,0,0,"TAL-1"
"Cell_40581",0,0,0,"TAL-1"
"Cell_40582",0,0,0,"TAL-1"
"Cell_40583",0.317305244543773,0.393496280786373,0.0382295930602051,"EC-2"
"Cell_40584",0,0,0,"PC_CNT"
"Cell_40585",0,0,0,"TAL-1"
"Cell_40586",0,0,0,"TAL-1"
"Cell_40587",0,0,0,"IC-A"
"Cell_40588",0,0,0,"TAL-2"
"Cell_40589",0,0,0,"DCT/CNT"
"Cell_40590",0.127852171773088,-0.219808685323799,-0.140712043249071,"PT-1"
"Cell_40591",0,0,0,"PT-1"
"Cell_40592",0,0,0,"DCT/CNT"
"Cell_40593",0.200581535128289,0.383680554024502,0.271469721927495,"EC-3"
"Cell_40594",0.0443010145327536,0.0258487785459702,0.156208374099331,"PODO"
"Cell_40595",-0.00677646909965229,0.0177739442636252,0.0786593999202989,"FIB"
"Cell_40596",0,0,0,"EC-2"
"Cell_40597",0,0,0,"PT-1"
"Cell_40598",0,0,0,"PODO"
"Cell_40599",0.0729299428869619,0.0615339992391617,-0.0868892341028538,"PT-2"
"Cell_40600",0,0,0,"TAL-1"
"Cell_40601",-0.0662981411313605,-0.157127221392646,0.318325516117719,"PODO"
"Cell_40602",0,0,0,"PT-1"
"Cell_40603",0.0987699971641557,0.108484082977967,0.113371382480696,"EC-2"
"Cell_40604",0,0,0,"TAL-1"
"Cell_40605",0,0,0,"PC_CNT"
"Cell_40606",0,0,0,"PC_CNT"
"Cell_40607",0,0,0,"IC-B"
"Cell_40608",0,0,0,"TAL-1"
"Cell_40609",0,0,0,"PC_CNT"
"Cell_40610",0,0,0,"IC-B"
"Cell_40611",0,0,0,"DCT/CNT"
"Cell_40612",0,0,0,"TAL-1"
"Cell_40613",0.0955017879312576,0.0139723546772237,0.233578983937952,"ATL"
"Cell_40614",0,0,0,"PC_CNT"
"Cell_40615",0,0,0,"TAL-2"
"Cell_40616",0.0570702100548409,-0.111650554979945,-0.015921013450566,"PT-1"
"Cell_40617",0,0,0,"PC_CNT"
"Cell_40618",0,0,0,"PC_CNT"
"Cell_40619",0,0,0,"TAL-1"
"Cell_40620",0.0836966456136932,0.0221579510127354,0.0484340963139571,"ADIPO"
"Cell_40621",0,0,0,"IMM"
"Cell_40622",0.125954321599675,0.144735180174296,0.159012604391229,"ADIPO"
"Cell_40623",0,0,0,"PC_CNT"
"Cell_40624",0,0,0,"PT-1"
"Cell_40625",0,0,0,"DCT/CNT"
"Cell_40626",0,0,0,"DCT/CNT"
"Cell_40627",0.06121978405551,0.02040975377605,-0.0646997671371262,"PC_CNT"
"Cell_40628",0,0,0,"PC_CNT"
"Cell_40629",0.0937354592408061,0.0900458563828376,-0.0478337041283524,"PT-1"
"Cell_40630",0,0,0,"DCT/CNT"
"Cell_40631",0,0,0,"PT-1"
"Cell_40632",0,0,0,"TAL-1"
"Cell_40633",0,0,0,"TAL-1"
"Cell_40634",0,0,0,"TAL-1"
"Cell_40635",0,0,0,"PT-1"
"Cell_40636",0.017293855549273,-0.0538281031784462,0.0409106599878671,"PECs?"
"Cell_40637",0,0,0,"TAL-1"
"Cell_40638",0.129605805341639,0.128219513671526,0.0880572860155523,"Undef"
"Cell_40639",0,0,0,"PC_CNT"
"Cell_40640",-0.0554230912942322,-0.060917101147524,-0.0208457608338658,"PODO"
"Cell_40641",0,0,0,"DCT/CNT"
"Cell_40642",-0.0344325722974642,0.0251112259939523,0.0849360203207027,"PODO"
"Cell_40643",0.0902051472706954,0.228378122924001,0.274835940236634,"Uro"
"Cell_40644",0,0,0,"DCT/CNT"
"Cell_40645",0.0310250308846656,-0.145145136972657,0.0548833888760566,"PT-2"
"Cell_40646",0.041855172220694,0.042485414265453,0.0606747893151289,"PODO"
"Cell_40647",0,0,0,"TAL-2"
"Cell_40648",0,0,0,"TAL-2"
"Cell_40649",0,0,0,"TAL-1"
"Cell_40650",0,0,0,"DCT/CNT"
"Cell_40651",0,0,0,"PT-1"
"Cell_40652",0,0,0,"TAL-1"
"Cell_40653",0.0636410575977734,-0.227259804792408,0.0301877465366465,"PT-1"
"Cell_40654",0,0,0,"DCT/CNT"
"Cell_40655",0,0,0,"TAL-1"
"Cell_40656",0,0,0,"DCT/CNT"
"Cell_40657",0,0,0,"TAL-1"
"Cell_40658",0,0,0,"DCT/CNT"
"Cell_40659",0.23261496650477,0.0984399662992682,0.167855959223267,"PT-1"
"Cell_40660",0,0,0,"TAL-1"
"Cell_40661",0.127279237272205,-0.149067104249137,0.443086360288956,"PT-1"
"Cell_40662",0,0,0,"PT-1"
"Cell_40663",0,0,0,"TAL-1"
"Cell_40664",0,0,0,"TAL-1"
"Cell_40665",0,0,0,"TAL-2"
"Cell_40666",0.174480612726025,0.260143557456622,-0.0931479045902506,"EC-2"
"Cell_40667",0.0509070766926601,0.08537351368401,-0.331363494222923,"Uro"
"Cell_40668",0,0,0,"PC_CNT"
"Cell_40669",0,0,0,"TAL-2"
"Cell_40670",0,0,0,"DCT/CNT"
"Cell_40671",0.022243686956595,-0.00928309310982245,-0.422724821849361,"PT-1"
"Cell_40672",0,0,0,"TAL-1"
"Cell_40673",0,0,0,"PT-1"
"Cell_40674",0,0,0,"PC_CNT"
"Cell_40675",0,0,0,"TAL-1"
"Cell_40676",0,0,0,"PC_CNT"
"Cell_40677",0.238333060392562,0.297272966728305,0.163679703966599,"EC-2"
"Cell_40678",-0.0251691213188219,0.0210609680180142,-0.116512749780235,"FIB"
"Cell_40679",0,0,0,"TAL-1"
"Cell_40680",0,0,0,"TAL-1"
"Cell_40681",0.0859091495493753,-0.140575487974892,0.0739116821605107,"PT-1"
"Cell_40682",0,0,0,"PT-1"
"Cell_40683",0.137849806234212,0.181684995212326,0.0516715406874212,"Undef"
"Cell_40684",0.179390986413559,0.253317204607648,0.448622448710986,"Undef"
"Cell_40685",0,0,0,"DCT/CNT"
"Cell_40686",0,0,0,"PC_CNT"
"Cell_40687",0,0,0,"PC_CNT"
"Cell_40688",0,0,0,"TAL-1"
"Cell_40689",0,0,0,"IC-B"
"Cell_40690",0,0,0,"TAL-1"
"Cell_40691",0.00647072303004947,-0.159125654958222,-0.18270300993114,"FIB"
"Cell_40692",-0.0303031781361173,0.0619438309689652,-0.0338343712372975,"PODO"
"Cell_40693",0,0,0,"TAL-1"
"Cell_40694",0.0405458660696378,-0.0335909435272263,0.353577599732253,"Undef"
"Cell_40695",0.157752781331614,0.0718541847133684,0.184254231021581,"IC-B"
"Cell_40696",0,0,0,"DCT/CNT"
"Cell_40697",0,0,0,"PT-1"
"Cell_40698",0,0,0,"PT-1"
"Cell_40699",0,0,0,"PC_CNT"
"Cell_40700",-0.0271861269950987,0.0851393193556798,0.0198932144720102,"PODO"
"Cell_40701",0.0668610304116343,-0.0396123041470006,-0.000595404091084828,"PT-2"
"Cell_40702",0,0,0,"TAL-1"
"Cell_40703",0.00362361049907833,-0.0681562580546343,0.154006583304128,"IC-B"
"Cell_40704",0,0,0,"TAL-2"
"Cell_40705",0.0301608483624838,0.072371335277436,0.391040249308852,"Undef"
"Cell_40706",0.0324451517264068,-0.0358398786224831,0.0666638202630467,"IC-B"
"Cell_40707",0,0,0,"PT-1"
"Cell_40708",0.209824134154809,0.240045912829733,0.152686803170477,"TAL-2"
"Cell_40709",0,0,0,"DCT/CNT"
"Cell_40710",0.000151795773707997,0.117353265181958,0.109619226360148,"PODO"
"Cell_40711",0.154113962848636,-0.0433912193482852,0.442245029018754,"PT-1"
"Cell_40712",0.0427753123430201,0.211622719575513,-0.00535983512108568,"PODO"
"Cell_40713",0.163388996746267,0.0870033844537541,0.241693831460597,"PT-2"
"Cell_40714",0,0,0,"TAL-1"
"Cell_40715",0.0972366617791359,0.2015812309731,-0.104288107757498,"EC-2"
"Cell_40716",0,0,0,"DCT/CNT"
"Cell_40717",0.275847473661193,0.443730110649584,0.701537305473908,"EC-3"
"Cell_40718",0,0,0,"TAL-1"
"Cell_40719",0,0,0,"FIB"
"Cell_40720",0,0,0,"DCT/CNT"
"Cell_40721",0,0,0,"PT-1"
"Cell_40722",0,0,0,"TAL-1"
"Cell_40723",0,0,0,"PC_CNT"
"Cell_40724",0,0,0,"PC_CNT"
"Cell_40725",0,0,0,"PC_CNT"
"Cell_40726",0,0,0,"TAL-1"
"Cell_40727",0,0,0,"PC_CNT"
"Cell_40728",0.0297617440167652,-0.0428148969395286,0.0718155739665043,"PC_CNT"
"Cell_40729",0.0894514281389399,0.172115385396157,0.522832364364716,"Undef"
"Cell_40730",0,0,0,"PC_CNT"
"Cell_40731",0.0382210150653221,0.0172777057018613,-0.0384980030969451,"PECs?"
"Cell_40732",0,0,0,"TAL-1"
"Cell_40733",0,0,0,"PT-1"
"Cell_40734",0,0,0,"DCT/CNT"
"Cell_40735",0,0,0,"PT-1"
"Cell_40736",0,0,0,"PT-1"
"Cell_40737",0,0,0,"PC_CNT"
"Cell_40738",0.00305923975754863,-0.103686835547934,0.0209753849521023,"Undef"
"Cell_40739",0.142747658181443,-0.213726646957129,-0.0806732097756044,"PT-1"
"Cell_40740",0,0,0,"TAL-1"
"Cell_40741",0,0,0,"DCT/CNT"
"Cell_40742",0,0,0,"DCT/CNT"
"Cell_40743",0.0503297006060464,-0.058016565818708,-0.17971676991541,"FIB"
"Cell_40744",0.0531704142133086,0.0996918244442753,0.0346341556189116,"PODO"
"Cell_40745",0,0,0,"IC-A"
"Cell_40746",0,0,0,"FIB"
"Cell_40747",0.0183436680569781,0.101479068249791,-0.264400401419674,"vSMC/MC"
"Cell_40748",0,0,0,"EC-4"
"Cell_40749",-0.00765917165724861,0.0438697357887921,-0.0490379932484301,"FIB"
"Cell_40750",0,0,0,"TAL-1"
"Cell_40751",0.165915559631122,0.0995874754484193,0.292672434586524,"DCT/CNT"
"Cell_40752",0,0,0,"DCT/CNT"
"Cell_40753",0.117755471955733,0.320858569449793,-0.231781748324119,"EC-2"
"Cell_40754",0.0341954274034325,0.034899406664686,0.0862094526413831,"PODO"
"Cell_40755",0,0,0,"TAL-1"
"Cell_40756",0,0,0,"PC_CNT"
"Cell_40757",0.268062822469233,0.538734086665295,0.0302931023594058,"IMM"
"Cell_40758",-0.00224578889931953,0.0115920076933296,-0.168973852500581,"vSMC/MC"
"Cell_40759",-0.0106510846209513,-0.0171767464019363,0.486063506586023,"TAL-1"
"Cell_40760",0,0,0,"PC_CNT"
"Cell_40761",0,0,0,"PT-1"
"Cell_40762",0.124465290301611,0.158495327574309,0.214776540382761,"EC-3"
"Cell_40763",0,0,0,"TAL-1"
"Cell_40764",0.0808694191567683,-0.0223435733933262,0.33070639507406,"PC_CNT"
"Cell_40765",0,0,0,"PC_CNT"
"Cell_40766",0,0,0,"PT-1"
"Cell_40767",0,0,0,"PT-1"
"Cell_40768",0,0,0,"TAL-1"
"Cell_40769",0.0713609807096934,0.0051067225631829,0.588973415763856,"IC-A"
"Cell_40770",0.069785156604675,0.171836051665882,-0.0874004826369194,"EC-5"
"Cell_40771",0,0,0,"PT-1"
"Cell_40772",0,0,0,"PT-1"
"Cell_40773",0,0,0,"TAL-1"
"Cell_40774",0.127613649827637,-0.0851042097837811,0.303199154647648,"PT-1"
"Cell_40775",0.0582633658412548,0.186954483207348,-0.0495222375512409,"Undef"
"Cell_40776",0,0,0,"TAL-1"
"Cell_40777",0.245321098744117,0.232230262694869,0.248156204711607,"TAL-2"
"Cell_40778",0.102656206898134,0.234809838535508,-0.128592393558117,"EC-1(gEC)"
"Cell_40779",0.172577190475982,0.296490650791107,-0.0516979976789456,"vSMC/MC"
"Cell_40780",0,0,0,"PC_CNT"
"Cell_40781",0.218760882826394,0.175735878339498,0.34559570870126,"IMM"
"Cell_40782",0.0721108865103343,0.0666811177217693,0.0151379723779758,"PT-1"
"Cell_40783",0,0,0,"TAL-1"
"Cell_40784",0,0,0,"PT-1"
"Cell_40785",0.249525243075923,0.319733871679535,0.251203964987092,"EC-2"
"Cell_40786",0,0,0,"PC_CNT"
"Cell_40787",0.0976242141848773,0.03177912623657,0.107517126280661,"Undef"
"Cell_40788",0,0,0,"TAL-1"
"Cell_40789",0,0,0,"TAL-2"
"Cell_40790",0.212276438528307,0.507276253298171,0.06791292842747,"FIB"
"Cell_40791",0,0,0,"PT-1"
"Cell_40792",0.136316246107657,0.0307206497937592,0.411127162079589,"IC-A"
"Cell_40793",0,0,0,"TAL-1"
"Cell_40794",0,0,0,"PT-1"
"Cell_40795",0.139906966277834,-0.0839141797829573,0.372048191299554,"PT-1"
"Cell_40796",0,0,0,"PC_CNT"
"Cell_40797",0,0,0,"TAL-1"
"Cell_40798",0.185724466693744,-0.203510159903492,0.262231562787009,"PT-1"
"Cell_40799",0.0702867668171007,0.0465348776471008,0.323215244044606,"PODO"
"Cell_40800",0,0,0,"DCT/CNT"
"Cell_40801",0,0,0,"DCT/CNT"
"Cell_40802",0.0985572635299717,-0.134804742358205,-0.310343634551979,"PT-1"
"Cell_40803",0.142857387863894,0.2214721906217,0.0403072154308157,"IC-A"
"Cell_40804",0,0,0,"DCT/CNT"
"Cell_40805",0.148756960944345,0.166448391658452,0.198158933031698,"PODO"
"Cell_40806",0,0,0,"TAL-1"
"Cell_40807",0,0,0,"EC-2"
"Cell_40808",0,0,0,"TAL-2"
"Cell_40809",-0.00654506910646024,0.14163073053618,0.0757751421187312,"PODO"
"Cell_40810",0,0,0,"PT-1"
"Cell_40811",0.115004637406399,0.208755097960386,-0.0939666153716746,"Undef"
"Cell_40812",0,0,0,"PT-1"
"Cell_40813",0,0,0,"TAL-1"
"Cell_40814",0,0,0,"FIB"
"Cell_40815",0,0,0,"TAL-2"
"Cell_40816",0,0,0,"TAL-1"
"Cell_40817",0,0,0,"TAL-1"
"Cell_40818",0,0,0,"DCT/CNT"
"Cell_40819",0,0,0,"TAL-2"
"Cell_40820",0,0,0,"TAL-1"
"Cell_40821",0.203128305271062,0.0822084549354629,0.959952865578295,"PC_CNT"
"Cell_40822",0,0,0,"DCT/CNT"
"Cell_40823",0.113772877033941,0.19647704768337,-0.200278506190602,"EC-2"
"Cell_40824",0,0,0,"DCT/CNT"
"Cell_40825",0.224608622273799,0.314959757330904,0.122505701615033,"EC-2"
"Cell_40826",0.00720834377206886,-0.00349002112052338,0.196706755734366,"FIB"
"Cell_40827",0,0,0,"PC_CNT"
"Cell_40828",-0.0444664304080986,-0.259667017111852,0.232817731544318,"PC_CNT"
"Cell_40829",0,0,0,"TAL-1"
"Cell_40830",0,0,0,"TAL-1"
"Cell_40831",0,0,0,"TAL-1"
"Cell_40832",0,0,0,"PT-1"
"Cell_40833",0.227379938871924,0.332238591970603,-0.0567760158991253,"EC-2"
"Cell_40834",0.338089581558628,0.40192551141452,0.436170407557481,"TAL-2"
"Cell_40835",0.00435669105085346,0.0929343011606378,-0.017521366243792,"PODO"
"Cell_40836",0,0,0,"TAL-1"
"Cell_40837",0,0,0,"TAL-1"
"Cell_40838",0,0,0,"TAL-1"
"Cell_40839",0,0,0,"IC-A"
"Cell_40840",0,0,0,"TAL-1"
"Cell_40841",0,0,0,"PT-1"
"Cell_40842",0,0,0,"IC-B"
"Cell_40843",0,0,0,"TAL-2"
"Cell_40844",0.0770063597292052,-0.17300926122422,0.345277228000145,"PT-1"
"Cell_40845",0,0,0,"PT-1"
"Cell_40846",0,0,0,"PC_CNT"
"Cell_40847",0,0,0,"TAL-1"
"Cell_40848",0,0,0,"DCT/CNT"
"Cell_40849",0,0,0,"TAL-1"
"Cell_40850",0.0154844071340626,0.114131434150867,-0.293602928736095,"PODO"
"Cell_40851",0,0,0,"TAL-1"
"Cell_40852",0,0,0,"TAL-2"
"Cell_40853",0,0,0,"DCT/CNT"
"Cell_40854",0,0,0,"TAL-1"
"Cell_40855",0,0,0,"TAL-1"
"Cell_40856",0,0,0,"TAL-1"
"Cell_40857",0,0,0,"DCT/CNT"
"Cell_40858",0.116192250952229,-0.197352982068315,0.103781706663702,"PT-1"
"Cell_40859",-0.0486663688319035,-0.0771583604349484,-0.174415790488296,"PODO"
"Cell_40860",0,0,0,"Undef"
"Cell_40861",0,0,0,"IC-B"
"Cell_40862",0,0,0,"TAL-1"
"Cell_40863",-0.0292436726917226,-0.18064799207035,0.256109259967274,"IC-B"
"Cell_40864",0,0,0,"PT-1"
"Cell_40865",0,0,0,"PODO"
"Cell_40866",0,0,0,"IC-B"
"Cell_40867",0,0,0,"TAL-1"
"Cell_40868",0.0129451936703733,0.0176243763289182,0.0399677112374009,"EC-3"
"Cell_40869",0,0,0,"TAL-1"
"Cell_40870",0.0688294680618933,0.0664105645127542,-0.0436386546535339,"PECs?"
"Cell_40871",0,0,0,"PT-1"
"Cell_40872",0,0,0,"TAL-1"
"Cell_40873",0,0,0,"TAL-1"
"Cell_40874",0.100194527691589,0.28610160265875,-0.147507311329217,"vSMC/MC"
"Cell_40875",0,0,0,"TAL-1"
"Cell_40876",0,0,0,"PC_CNT"
"Cell_40877",0,0,0,"TAL-1"
"Cell_40878",0.0570164846117452,0.0847168120687946,0.016298831286918,"Uro"
"Cell_40879",0,0,0,"TAL-1"
"Cell_40880",0.0630159017942956,0.136478680892828,0.0408867124426884,"FIB"
"Cell_40881",0,0,0,"PT-1"
"Cell_40882",0.229779526058788,0.161150582691539,0.22411903008904,"PT-2"
"Cell_40883",0.0672571525470331,0.103632644259098,-0.0870857641838839,"Undef"
"Cell_40884",0.135831676293249,0.140787886585617,0.322700746579005,"Undef"
"Cell_40885",0,0,0,"DCT/CNT"
"Cell_40886",0,0,0,"TAL-1"
"Cell_40887",0,0,0,"TAL-1"
"Cell_40888",0,0,0,"TAL-1"
"Cell_40889",0,0,0,"PT-1"
"Cell_40890",0,0,0,"TAL-1"
"Cell_40891",0,0,0,"PC_CNT"
"Cell_40892",0.0831361307442662,-0.219066619254274,0.0109122674724785,"PT-1"
"Cell_40893",0,0,0,"IC-A"
"Cell_40894",0,0,0,"TAL-1"
"Cell_40895",0.0501389567353507,0.126938982910584,-0.244622124463454,"vSMC/MC"
"Cell_40896",0,0,0,"TAL-2"
"Cell_40897",0,0,0,"TAL-1"
"Cell_40898",0,0,0,"PT-1"
"Cell_40899",0,0,0,"DCT/CNT"
"Cell_40900",0,0,0,"PC_CNT"
"Cell_40901",0.12895407107207,0.187742698541664,0.00267959028243903,"ADIPO"
"Cell_40902",0,0,0,"PC_CNT"
"Cell_40903",0.0599747680730577,0.155351700011145,-0.211573150405034,"PC_CNT"
"Cell_40904",0.116950394975924,0.103719102203839,-0.148603046250881,"EC-2"
"Cell_40905",0,0,0,"IC-B"
"Cell_40906",0,0,0,"DCT/CNT"
"Cell_40907",0.12331916510861,0.131727471628942,-0.0699180708747389,"EC-3"
"Cell_40908",0,0,0,"IC-B"
"Cell_40909",0.00764301179473476,0.087522938469715,0.309088370095629,"PODO"
"Cell_40910",0,0,0,"TAL-1"
"Cell_40911",0,0,0,"DCT/CNT"
"Cell_40912",0,0,0,"PC_CNT"
"Cell_40913",0,0,0,"TAL-1"
"Cell_40914",0,0,0,"TAL-1"
"Cell_40915",0,0,0,"TAL-1"
"Cell_40916",0,0,0,"IC-A"
"Cell_40917",0,0,0,"PROLIF"
"Cell_40918",0,0,0,"IC-A"
"Cell_40919",0.089686667240822,0.14372492558118,-0.198145130151832,"Undef"
"Cell_40920",0.119449304354981,-0.233630662789713,0.693197579800947,"PT-1"
"Cell_40921",0,0,0,"TAL-1"
"Cell_40922",0,0,0,"TAL-1"
"Cell_40923",0,0,0,"TAL-1"
"Cell_40924",0.0372152295965242,0.121692929203281,-0.119922235560369,"Uro"
"Cell_40925",0,0,0,"TAL-1"
"Cell_40926",0.0547586864648957,-0.0113020308263954,0.0872526868591333,"Uro"
"Cell_40927",-0.0147884048856618,0.0352282138029455,-0.123777392898739,"Uro"
"Cell_40928",0,0,0,"PT-1"
"Cell_40929",0.0414510098316703,0.146139985153572,0.0708726632916271,"FIB"
"Cell_40930",-0.0194233298827716,0.104423395486148,-0.153527596152866,"PODO"
"Cell_40931",0.0165418434288062,-0.0344605978496719,-0.0778301619303199,"PODO"
"Cell_40932",0.0906570475302954,0.0164593000332695,0.206871345899148,"vSMC/MC"
"Cell_40933",0,0,0,"TAL-1"
"Cell_40934",0,0,0,"TAL-1"
"Cell_40935",0,0,0,"TAL-1"
"Cell_40936",0,0,0,"IC-B"
"Cell_40937",-0.0460547005563398,0.0742001862643212,-0.153521076288069,"PODO"
"Cell_40938",0,0,0,"PC_CNT"
"Cell_40939",0,0,0,"PC_CNT"
"Cell_40940",0,0,0,"DCT/CNT"
"Cell_40941",0,0,0,"IC-B"
"Cell_40942",0,0,0,"TAL-1"
"Cell_40943",0,0,0,"PC_CNT"
"Cell_40944",0.177152541210164,0.197022669805654,0.0247874432750887,"vSMC/MC"
"Cell_40945",0.0952944074220023,0.128739145860323,-0.337492338443887,"EC-3"
"Cell_40946",0,0,0,"IC-A"
"Cell_40947",0,0,0,"TAL-1"
"Cell_40948",0.0885216829728235,0.107218425323392,0.410486861850113,"Undef"
"Cell_40949",-0.0597295171310555,0.111995157686884,-0.253129028334676,"PODO"
"Cell_40950",0,0,0,"DCT/CNT"
"Cell_40951",0,0,0,"TAL-1"
"Cell_40952",0.0851398059836743,0.151329355486666,0.0316452826970816,"EC-4"
"Cell_40953",0,0,0,"PC_CNT"
"Cell_40954",0.141453078257662,0.128452845603335,0.327705825490389,"IC-B"
"Cell_40955",0,0,0,"TAL-2"
"Cell_40956",0,0,0,"PC_CNT"
"Cell_40957",0,0,0,"DCT/CNT"
"Cell_40958",0,0,0,"DCT/CNT"
"Cell_40959",0,0,0,"TAL-2"
"Cell_40960",0.170812030470796,0.146746639403957,0.234335229146922,"EC-5"
"Cell_40961",-0.0112519639613041,0.104249774541061,0.0665631642721843,"PODO"
"Cell_40962",0.00498980168752994,-0.0210291014971833,-0.286266395728914,"PODO"
"Cell_40963",0.0245555207182799,0.0570434100636958,-0.115575480477185,"Undef"
"Cell_40964",0,0,0,"DCT/CNT"
"Cell_40965",0,0,0,"TAL-2"
"Cell_40966",0,0,0,"TAL-2"
"Cell_40967",0,0,0,"TAL-1"
"Cell_40968",0,0,0,"PC_CNT"
"Cell_40969",0,0,0,"PC_CNT"
"Cell_40970",0.112498996197341,0.12433815932014,0.231419015058273,"ADIPO"
"Cell_40971",0.240736569278248,0.373885793228517,0.0660793573832643,"vSMC/MC"
"Cell_40972",0,0,0,"DCT/CNT"
"Cell_40973",0.0977335953657044,0.100599874788112,-0.244308907160109,"EC-5"
"Cell_40974",-0.0103761194904541,-0.0194775484880326,0.0660639546466785,"PECs?"
"Cell_40975",-0.0176953580295227,0.118099515138732,-0.0748242647168921,"PODO"
"Cell_40976",0.307911907677436,0.475997537545239,-0.140110521500107,"FIB"
"Cell_40977",0.0405127627346911,0.0262298434585903,0.0509279061586387,"PODO"
"Cell_40978",0,0,0,"IC-B"
"Cell_40979",-0.0138067884375118,-0.0223379030137454,-0.22931781915375,"PODO"
"Cell_40980",0,0,0,"PC_CNT"
"Cell_40981",0.0230294159985786,0.000408827300084846,-0.161873172006655,"EC-5"
"Cell_40982",0.103735185122979,0.0430900350012726,0.38915623050794,"FIB"
"Cell_40983",0,0,0,"TAL-1"
"Cell_40984",0.0694133208329437,0.110218707516339,-0.036910438123204,"EC-5"
"Cell_40985",0,0,0,"TAL-1"
"Cell_40986",0,0,0,"TAL-2"
"Cell_40987",0.077044181750682,-0.00962752508640419,0.124349785775426,"PC_CNT"
"Cell_40988",0,0,0,"TAL-1"
"Cell_40989",-0.0236354080359398,-0.00300567027235082,0.115120155127617,"PODO"
"Cell_40990",0,0,0,"IC-B"
"Cell_40991",0,0,0,"PT-1"
"Cell_40992",0.0476173029069005,0.00890418766526579,0.208402339084952,"PC_CNT"
"Cell_40993",0,0,0,"PT-1"
"Cell_40994",0,0,0,"TAL-1"
"Cell_40995",0,0,0,"TAL-1"
"Cell_40996",0,0,0,"TAL-1"
"Cell_40997",0,0,0,"TAL-1"
"Cell_40998",0,0,0,"PT-1"
"Cell_40999",-0.0156849599698697,-0.183959732229071,0.290260186317935,"PC_CNT"
"Cell_41000",0,0,0,"EC-2"
"Cell_41001",0,0,0,"TAL-1"
"Cell_41002",0,0,0,"TAL-1"
"Cell_41003",0,0,0,"TAL-2"
"Cell_41004",0,0,0,"PODO"
"Cell_41005",0.0417578638891238,0.0411480844315076,-0.129090280077035,"FIB"
"Cell_41006",0,0,0,"TAL-2"
"Cell_41007",0,0,0,"TAL-2"
"Cell_41008",0,0,0,"TAL-1"
"Cell_41009",0,0,0,"TAL-1"
"Cell_41010",0,0,0,"PC_CNT"
"Cell_41011",0,0,0,"TAL-1"
"Cell_41012",0.199244102681597,0.342737220495134,0.281451514015841,"FIB"
"Cell_41013",0.120239548496049,0.200025791436988,-0.104136565793587,"PODO"
"Cell_41014",0.130653064817629,0.215833143919539,-0.0921843299354885,"FIB"
"Cell_41015",0,0,0,"IC-A"
"Cell_41016",0.11176597577863,0.149439732572643,0.0347887415432934,"PT-1"
"Cell_41017",0,0,0,"IC-B"
"Cell_41018",0.116943978721549,-0.0208356512671038,0.419047606160833,"IC-A"
