"","Aged1","celltype"
"Cell_25218",0.0751892275358572,"Undef"
"Cell_25219",0,"TAL-2"
"Cell_25220",0,"TAL-2"
"Cell_25221",0.0193098595014412,"PT-1"
"Cell_25222",0,"IC-B"
"Cell_25223",0.0729084474578888,"FIB"
"Cell_25224",0,"TAL-1"
"Cell_25225",0,"PT-1"
"Cell_25226",0.11919130485502,"FIB"
"Cell_25227",0.0677828810688489,"Undef"
"Cell_25228",0.00422429845684202,"EC-2"
"Cell_25229",0,"PC_CNT"
"Cell_25230",0.0884958166075511,"FIB"
"Cell_25231",0,"TAL-1"
"Cell_25232",0.0346709416310542,"PODO"
"Cell_25233",0.0245345388754868,"EC-2"
"Cell_25234",0,"DCT/CNT"
"Cell_25235",0,"DCT/CNT"
"Cell_25236",0,"TAL-1"
"Cell_25237",0.0901062055837613,"FIB"
"Cell_25238",0.0755454712163884,"PECs?"
"Cell_25239",0.0539986249665523,"EC-6"
"Cell_25240",0,"TAL-2"
"Cell_25241",0.131659892710361,"Undef"
"Cell_25242",0,"ATL"
"Cell_25243",0.132498528786924,"FIB"
"Cell_25244",0.0673523737313547,"PODO"
"Cell_25245",0,"PODO"
"Cell_25246",0,"DCT/CNT"
"Cell_25247",0,"PT-1"
"Cell_25248",0,"TAL-1"
"Cell_25249",0,"IC-A"
"Cell_25250",0.026187784888933,"EC-3"
"Cell_25251",0.0541573869141906,"IMM"
"Cell_25252",0,"PT-2"
"Cell_25253",0,"IC-A"
"Cell_25254",0,"TAL-1"
"Cell_25255",0,"TAL-1"
"Cell_25256",0.099807629813989,"FIB"
"Cell_25257",0.0576870153372204,"ATL"
"Cell_25258",0,"PT-1"
"Cell_25259",0,"TAL-2"
"Cell_25260",0,"PT-1"
"Cell_25261",0,"TAL-1"
"Cell_25262",0.0788837711153809,"IC-A"
"Cell_25263",0,"TAL-2"
"Cell_25264",0.0651613027533161,"ATL"
"Cell_25265",0,"TAL-1"
"Cell_25266",0,"PT-1"
"Cell_25267",0,"ATL"
"Cell_25268",0,"PT-1"
"Cell_25269",0.120755985152918,"FIB"
"Cell_25270",0,"TAL-2"
"Cell_25271",0.0331829798545322,"ATL"
"Cell_25272",0.11202927964119,"PC_CNT"
"Cell_25273",0,"TAL-1"
"Cell_25274",0,"TAL-1"
"Cell_25275",0,"TAL-1"
"Cell_25276",0.0845230561205123,"TAL-1"
"Cell_25277",0.0120668890300558,"EC-6"
"Cell_25278",0,"PC_CNT"
"Cell_25279",0.0731295419188128,"vSMC/MC"
"Cell_25280",0,"TAL-2"
"Cell_25281",0.130104899004599,"FIB"
"Cell_25282",0,"TAL-2"
"Cell_25283",0.204144551829745,"PT-1"
"Cell_25284",0.0670174318941199,"PODO"
"Cell_25285",0,"PT-1"
"Cell_25286",0,"PT-1"
"Cell_25287",0,"TAL-1"
"Cell_25288",0,"DCT/CNT"
"Cell_25289",0.13648064130007,"PT-1"
"Cell_25290",0.0905359681736891,"Undef"
"Cell_25291",0,"ATL"
"Cell_25292",0,"ATL"
"Cell_25293",0.1090167700105,"EC-2"
"Cell_25294",0,"PC_CNT"
"Cell_25295",0.0662840843858211,"PC_CNT"
"Cell_25296",0,"TAL-1"
"Cell_25297",0,"DCT/CNT"
"Cell_25298",0,"PC_CNT"
"Cell_25299",0,"TAL-1"
"Cell_25300",0.220946614676372,"TAL-2"
"Cell_25301",0,"TAL-2"
"Cell_25302",0,"TAL-1"
"Cell_25303",0.0301988794008105,"EC-6"
"Cell_25304",0.0703955398611361,"TAL-2"
"Cell_25305",0,"DCT/CNT"
"Cell_25306",0.0566247982077054,"EC-6"
"Cell_25307",-0.0244589274054479,"vSMC/MC"
"Cell_25308",0,"PC_CNT"
"Cell_25309",0,"PT-1"
"Cell_25310",0.0817913994917645,"Uro"
"Cell_25311",0,"TAL-1"
"Cell_25312",0.07497949533634,"FIB"
"Cell_25313",0,"DCT/CNT"
"Cell_25314",0.0235900127215518,"TAL-2"
"Cell_25315",0,"TAL-1"
"Cell_25316",0,"DCT/CNT"
"Cell_25317",0.0691513258321774,"FIB"
"Cell_25318",0,"PT-1"
"Cell_25319",0.121944855986152,"FIB"
"Cell_25320",0.0372957963030838,"PC"
"Cell_25321",0,"TAL-2"
"Cell_25322",0.0617904673771369,"FIB"
"Cell_25323",0.0403530091820407,"PODO"
"Cell_25324",0,"TAL-1"
"Cell_25325",0,"TAL-1"
"Cell_25326",0.128616744244267,"Undef"
"Cell_25327",0,"TAL-2"
"Cell_25328",0.0458248095667064,"TAL-2"
"Cell_25329",0,"PC_CNT"
"Cell_25330",0.119727574529722,"PT-1"
"Cell_25331",0,"PT-1"
"Cell_25332",0,"DCT/CNT"
"Cell_25333",0,"PT-1"
"Cell_25334",0,"TAL-1"
"Cell_25335",0.104196464276008,"PC_CNT"
"Cell_25336",-0.0226803643826983,"EC-3"
"Cell_25337",0.0490867883357965,"PC_CNT"
"Cell_25338",0.0587031070744322,"Undef"
"Cell_25339",0.0403793333220959,"FIB"
"Cell_25340",0.10828997891538,"IC-B"
"Cell_25341",0.07795167251457,"FIB"
"Cell_25342",0.0499232007668865,"EC-6"
"Cell_25343",0,"PC_CNT"
"Cell_25344",0,"TAL-1"
"Cell_25345",0,"PC_CNT"
"Cell_25346",0,"TAL-1"
"Cell_25347",0.21154770035281,"PT-1"
"Cell_25348",0,"PT-1"
"Cell_25349",0.128552075039473,"Undef"
"Cell_25350",-0.00743844977501468,"FIB"
"Cell_25351",0.0882530966464564,"Undef"
"Cell_25352",0.115320626500933,"Uro"
"Cell_25353",0,"TAL-1"
"Cell_25354",0,"PT-1"
"Cell_25355",0,"TAL-1"
"Cell_25356",0,"DCT/CNT"
"Cell_25357",0.102809871872184,"FIB"
"Cell_25358",-0.011515919786306,"EC-2"
"Cell_25359",0,"TAL-1"
"Cell_25360",0.0978420379778938,"Undef"
"Cell_25361",0.0841703728189098,"PC_CNT"
"Cell_25362",0.0520429232925813,"Undef"
"Cell_25363",0.0965657119080059,"PC"
"Cell_25364",0,"DCT/CNT"
"Cell_25365",0,"Undef"
"Cell_25366",0,"TAL-2"
"Cell_25367",0.152987787317103,"FIB"
"Cell_25368",0.0406860654504204,"FIB"
"Cell_25369",0.0911595163131689,"FIB"
"Cell_25370",0,"PC_CNT"
"Cell_25371",0.127722141956293,"PT-2"
"Cell_25372",0.0427987235089405,"FIB"
"Cell_25373",0.0896861077479154,"PC_CNT"
"Cell_25374",0.097454029205678,"PC_CNT"
"Cell_25375",0.0647390887381568,"EC-2"
"Cell_25376",-0.012521140839271,"EC-1(gEC)"
"Cell_25377",0,"TAL-1"
"Cell_25378",0.0577989186691736,"Undef"
"Cell_25379",0.0099806983238126,"EC-2"
"Cell_25380",0,"DCT/CNT"
"Cell_25381",0,"TAL-1"
"Cell_25382",0,"ATL"
"Cell_25383",0.101696255341338,"IMM"
"Cell_25384",0,"TAL-1"
"Cell_25385",0,"PT-1"
"Cell_25386",0.116772570151985,"PC_CNT"
"Cell_25387",0,"DCT/CNT"
"Cell_25388",0,"TAL-1"
"Cell_25389",0.064792601713724,"PC_CNT"
"Cell_25390",0.0751196371473922,"PC_CNT"
"Cell_25391",0.134111719447325,"Undef"
"Cell_25392",0,"TAL-1"
"Cell_25393",0,"PC_CNT"
"Cell_25394",0,"PT-1"
"Cell_25395",0,"ATL"
"Cell_25396",0.082178922425197,"PC_CNT"
"Cell_25397",0,"PT-1"
"Cell_25398",0.0593823301654978,"FIB"
"Cell_25399",0,"TAL-1"
"Cell_25400",0.0823647713170315,"EC-3"
"Cell_25401",0.0482420614508819,"PC"
"Cell_25402",0.138578487545146,"Undef"
"Cell_25403",0.0662310985220543,"Undef"
"Cell_25404",0,"TAL-1"
"Cell_25405",0.118539383902324,"vSMC/MC"
"Cell_25406",0.0826853973344435,"FIB"
"Cell_25407",0,"TAL-1"
"Cell_25408",0,"TAL-1"
"Cell_25409",0,"TAL-2"
"Cell_25410",0,"DCT/CNT"
"Cell_25411",0.0772176765059437,"Undef"
"Cell_25412",0,"PC_CNT"
"Cell_25413",0.0252220720487766,"EC-3"
"Cell_25414",0.136931288186284,"IC-A"
"Cell_25415",0.106553728198329,"PC_CNT"
"Cell_25416",0.189251194782744,"PT-1"
"Cell_25417",0,"TAL-1"
"Cell_25418",0.140680905289825,"Undef"
"Cell_25419",0.030681486024254,"EC-4"
"Cell_25420",0.146899459617959,"PT-1"
"Cell_25421",0.0632236162125779,"Undef"
"Cell_25422",0,"TAL-1"
"Cell_25423",0.0785807345628639,"PC"
"Cell_25424",0.0896699145984386,"FIB"
"Cell_25425",0.0467525472248371,"vSMC/MC"
"Cell_25426",0,"IC-A"
"Cell_25427",0,"IC-A"
"Cell_25428",0.0193231439341648,"ADIPO"
"Cell_25429",0.113675065783541,"PT-1"
"Cell_25430",0,"TAL-1"
"Cell_25431",0,"TAL-1"
"Cell_25432",0,"TAL-2"
"Cell_25433",0.0809815203213246,"Undef"
"Cell_25434",0,"TAL-1"
"Cell_25435",0.173746562449566,"Undef"
"Cell_25436",0,"TAL-2"
"Cell_25437",0.0721045491298851,"PC_CNT"
"Cell_25438",0,"PT-1"
"Cell_25439",0,"PC_CNT"
"Cell_25440",0.298620143421426,"PT-1"
"Cell_25441",0.0888535207853003,"Undef"
"Cell_25442",0.0646306777026723,"TAL-2"
"Cell_25443",0.106722529746047,"IMM"
"Cell_25444",0.121455884598906,"PT-1"
"Cell_25445",0,"TAL-2"
"Cell_25446",-0.0106331637130678,"ADIPO"
"Cell_25447",0.0555986984989927,"PODO"
"Cell_25448",0.0980153737968816,"ATL"
"Cell_25449",0.212070109668137,"FIB"
"Cell_25450",0,"TAL-1"
"Cell_25451",0,"TAL-1"
"Cell_25452",0.11887423599899,"Undef"
"Cell_25453",0,"TAL-1"
"Cell_25454",0.0868333148887316,"PC_CNT"
"Cell_25455",0,"PT-1"
"Cell_25456",0.0636892190072251,"EC-3"
"Cell_25457",0.0832681272056786,"vSMC/MC"
"Cell_25458",0,"TAL-1"
"Cell_25459",0,"TAL-2"
"Cell_25460",0.0972337101383703,"IC-B"
"Cell_25461",0.0304000756301299,"EC-3"
"Cell_25462",0,"TAL-1"
"Cell_25463",0.0974928707368444,"PC_CNT"
"Cell_25464",0,"TAL-1"
"Cell_25465",0,"IC-B"
"Cell_25466",0.0642319304857581,"PC_CNT"
"Cell_25467",0.0244379720405509,"EC-4"
"Cell_25468",0,"TAL-1"
"Cell_25469",0.207348383613919,"TAL-2"
"Cell_25470",0.112443352250626,"PC_CNT"
"Cell_25471",0,"TAL-1"
"Cell_25472",0.0554670643843362,"PC_CNT"
"Cell_25473",0,"TAL-1"
"Cell_25474",0.0384945382788581,"EC-2"
"Cell_25475",0,"TAL-2"
"Cell_25476",0.0182062805631968,"EC-3"
"Cell_25477",0.110508016134327,"PC_CNT"
"Cell_25478",0.0740264338727716,"PC_CNT"
"Cell_25479",0,"PT-1"
"Cell_25480",0.110429024773242,"Undef"
"Cell_25481",0.0447323217266543,"EC-4"
"Cell_25482",0.0109224245310953,"EC-2"
"Cell_25483",0.113251951458255,"Uro"
"Cell_25484",0,"TAL-1"
"Cell_25485",0.13437464092575,"FIB"
"Cell_25486",0,"PT-1"
"Cell_25487",0.0558836205634767,"Uro"
"Cell_25488",0.0632343723664512,"ATL"
"Cell_25489",0.0897052646380748,"IC-A"
"Cell_25490",0,"TAL-1"
"Cell_25491",0.0423239911792034,"EC-2"
"Cell_25492",0.0616462792885817,"Uro"
"Cell_25493",0,"TAL-2"
"Cell_25494",0,"TAL-2"
"Cell_25495",0,"TAL-1"
"Cell_25496",0,"TAL-1"
"Cell_25497",0.14133161448901,"PC"
"Cell_25498",0,"PC_CNT"
"Cell_25499",0.117918113211823,"PT-1"
"Cell_25500",0.0136751734818041,"EC-3"
"Cell_25501",0.0669219919619107,"TAL-2"
"Cell_25502",0,"TAL-1"
"Cell_25503",0,"TAL-1"
"Cell_25504",0,"TAL-1"
"Cell_25505",0.0308652721059236,"EC-6"
"Cell_25506",0.021725708737226,"EC-2"
"Cell_25507",0,"PC_CNT"
"Cell_25508",0.0629310523465497,"Undef"
"Cell_25509",0,"TAL-2"
"Cell_25510",0.112477811210474,"PC_CNT"
"Cell_25511",0,"IC-B"
"Cell_25512",0,"TAL-2"
"Cell_25513",0,"TAL-1"
"Cell_25514",0,"TAL-1"
"Cell_25515",0.0268559722501839,"EC-3"
"Cell_25516",0.0964112813437241,"PC_CNT"
"Cell_25517",0.101957494425348,"PC_CNT"
"Cell_25518",0,"TAL-1"
"Cell_25519",0,"TAL-1"
"Cell_25520",0.0887050263846824,"Undef"
"Cell_25521",0.135455581718661,"PC_CNT"
"Cell_25522",0.0630315886506425,"Uro"
"Cell_25523",0,"TAL-1"
"Cell_25524",0.0736444171905353,"PC_CNT"
"Cell_25525",0.0751383803651851,"TAL-2"
"Cell_25526",0,"DCT/CNT"
"Cell_25527",-0.00390744641005758,"EC-2"
"Cell_25528",0.0814310880490892,"Uro"
"Cell_25529",0,"PT-1"
"Cell_25530",0.0960640622890884,"ATL"
"Cell_25531",0,"DCT/CNT"
"Cell_25532",0,"ATL"
"Cell_25533",0.0721657540489508,"PC_CNT"
"Cell_25534",0,"PT-1"
"Cell_25535",0,"TAL-1"
"Cell_25536",0,"DCT/CNT"
"Cell_25537",0,"TAL-1"
"Cell_25538",0,"DCT/CNT"
"Cell_25539",0,"TAL-1"
"Cell_25540",0.0836142011907985,"Uro"
"Cell_25541",0.095256226923432,"FIB"
"Cell_25542",0.108775098291624,"IC-A"
"Cell_25543",0,"TAL-2"
"Cell_25544",0,"TAL-2"
"Cell_25545",0.0877504344015901,"PC_CNT"
"Cell_25546",0,"PC_CNT"
"Cell_25547",0,"TAL-2"
"Cell_25548",0.159182961919458,"Undef"
"Cell_25549",0.117375236521917,"PC_CNT"
"Cell_25550",0,"TAL-2"
"Cell_25551",0.0908266137932051,"Undef"
"Cell_25552",0,"TAL-1"
"Cell_25553",0.0956101667385111,"Uro"
"Cell_25554",0.149398828418069,"TAL-1"
"Cell_25555",0.0640459747391073,"PC"
"Cell_25556",0,"TAL-1"
"Cell_25557",0,"TAL-1"
"Cell_25558",0.0354476183341388,"IMM"
"Cell_25559",0.0946780038325487,"PC_CNT"
"Cell_25560",0.0932201024316662,"PC_CNT"
"Cell_25561",0.0483642515455257,"ATL"
"Cell_25562",0,"TAL-1"
"Cell_25563",0.0928110406020911,"IMM"
"Cell_25564",0,"TAL-1"
"Cell_25565",0,"TAL-1"
"Cell_25566",0.031561607018927,"PODO"
"Cell_25567",0,"TAL-1"
"Cell_25568",0,"TAL-1"
"Cell_25569",0,"TAL-1"
"Cell_25570",0.0596140835277898,"PODO"
"Cell_25571",0,"PC_CNT"
"Cell_25572",0.0292239402616354,"vSMC/MC"
"Cell_25573",0.0576599826876437,"Uro"
"Cell_25574",0,"PT-1"
"Cell_25575",0.0401916095854581,"PODO"
"Cell_25576",0,"TAL-2"
"Cell_25577",0,"TAL-1"
"Cell_25578",0,"PT-1"
"Cell_25579",0.0205045779661716,"EC-2"
"Cell_25580",0,"TAL-1"
"Cell_25581",0.0668625969827438,"Undef"
"Cell_25582",0,"Undef"
"Cell_25583",0,"IC-B"
"Cell_25584",0,"TAL-2"
"Cell_25585",0.112830889106448,"IC-A"
"Cell_25586",0,"TAL-1"
"Cell_25587",0.113800697587298,"FIB"
"Cell_25588",0.0635946996151602,"FIB"
"Cell_25589",0,"PT-1"
"Cell_25590",0.0512676757629009,"TAL-2"
"Cell_25591",0.145800103033276,"IMM"
"Cell_25592",0,"PT-1"
"Cell_25593",0,"DCT/CNT"
"Cell_25594",0,"TAL-2"
"Cell_25595",0,"TAL-1"
"Cell_25596",0.0779818119856993,"EC-3"
"Cell_25597",0,"PC_CNT"
"Cell_25598",0,"DCT/CNT"
"Cell_25599",0,"PT-1"
"Cell_25600",0,"TAL-2"
"Cell_25601",0,"TAL-1"
"Cell_25602",0,"TAL-1"
"Cell_25603",0,"TAL-1"
"Cell_25604",0.110429598436595,"PT-1"
"Cell_25605",0,"TAL-1"
"Cell_25606",0,"PC_CNT"
"Cell_25607",0.0375411451908829,"PODO"
"Cell_25608",0.0892626406792858,"PT-1"
"Cell_25609",0,"TAL-2"
"Cell_25610",0,"PC_CNT"
"Cell_25611",0.0446953257451571,"IMM"
"Cell_25612",0,"TAL-1"
"Cell_25613",0.0165903723874131,"Undef"
"Cell_25614",0,"PT-1"
"Cell_25615",0,"TAL-2"
"Cell_25616",0.0941363261719689,"TAL-2"
"Cell_25617",0,"TAL-1"
"Cell_25618",0,"PC_CNT"
"Cell_25619",0,"PT-1"
"Cell_25620",0,"TAL-1"
"Cell_25621",0,"PC_CNT"
"Cell_25622",0.0510926903107148,"vSMC/MC"
"Cell_25623",0,"TAL-1"
"Cell_25624",0,"TAL-2"
"Cell_25625",0,"TAL-2"
"Cell_25626",0.0259224242610362,"FIB"
"Cell_25627",0,"TAL-2"
"Cell_25628",0.1286397802369,"PT-1"
"Cell_25629",0,"TAL-1"
"Cell_25630",0,"TAL-1"
"Cell_25631",0.0945930518099768,"PC_CNT"
"Cell_25632",0,"TAL-1"
"Cell_25633",0,"TAL-1"
"Cell_25634",0.0186794266406484,"EC-3"
"Cell_25635",0,"TAL-1"
"Cell_25636",0,"PT-1"
"Cell_25637",0.0623832013829366,"Undef"
"Cell_25638",0,"ATL"
"Cell_25639",0.10371057486677,"EC-2"
"Cell_25640",0,"PT-1"
"Cell_25641",0,"TAL-1"
"Cell_25642",0,"TAL-1"
"Cell_25643",0,"IC-A"
"Cell_25644",0,"PT-1"
"Cell_25645",0.0805610174842721,"PC_CNT"
"Cell_25646",0.0278464392395161,"FIB"
"Cell_25647",0,"PT-1"
"Cell_25648",0.153898590483562,"PROLIF"
"Cell_25649",0.0761221591146167,"FIB"
"Cell_25650",0.00995444879511681,"EC-6"
"Cell_25651",0,"TAL-1"
"Cell_25652",0.105126186403966,"Undef"
"Cell_25653",0.038670685856489,"EC-6"
"Cell_25654",0.10295916087676,"PC_CNT"
"Cell_25655",-0.00112416970826884,"vSMC/MC"
"Cell_25656",0,"TAL-1"
"Cell_25657",0.0463318269663089,"PODO"
"Cell_25658",0,"DCT/CNT"
"Cell_25659",0.140825874134356,"IMM"
"Cell_25660",0.0850347293637487,"PC_CNT"
"Cell_25661",0,"IC-A"
"Cell_25662",0,"TAL-1"
"Cell_25663",0,"DCT/CNT"
"Cell_25664",0,"PT-1"
"Cell_25665",0.111387164307313,"FIB"
"Cell_25666",0.0577296463034047,"Undef"
"Cell_25667",0.0581193166023226,"PC_CNT"
"Cell_25668",0.0812109536252077,"vSMC/MC"
"Cell_25669",0,"TAL-2"
"Cell_25670",0,"DCT/CNT"
"Cell_25671",0.0911800471640754,"IC-A"
"Cell_25672",0,"TAL-1"
"Cell_25673",0.0374415227414409,"PODO"
"Cell_25674",0.10457225248044,"EC-3"
"Cell_25675",0,"TAL-1"
"Cell_25676",0.0849444923200298,"TAL-2"
"Cell_25677",0.104171588298308,"PT-1"
"Cell_25678",0,"PT-1"
"Cell_25679",0,"TAL-1"
"Cell_25680",0,"TAL-1"
"Cell_25681",0.0279632649989191,"PODO"
"Cell_25682",0.0747379177792674,"PC"
"Cell_25683",0,"TAL-1"
"Cell_25684",0,"PT-1"
"Cell_25685",0,"TAL-1"
"Cell_25686",0,"PT-1"
"Cell_25687",0,"TAL-1"
"Cell_25688",0,"Undef"
"Cell_25689",0,"TAL-1"
"Cell_25690",0.0820915365031245,"FIB"
"Cell_25691",0.0147689920418174,"EC-3"
"Cell_25692",0.106578785377984,"FIB"
"Cell_25693",0,"FIB"
"Cell_25694",0,"PC_CNT"
"Cell_25695",0,"PT-1"
"Cell_25696",0.0423029610229622,"PODO"
"Cell_25697",0.0655695326073652,"PC_CNT"
"Cell_25698",0,"DCT/CNT"
"Cell_25699",0.063378267968948,"IMM"
"Cell_25700",0,"PC_CNT"
"Cell_25701",0,"TAL-1"
"Cell_25702",0.101641562170706,"vSMC/MC"
"Cell_25703",0,"TAL-2"
"Cell_25704",0,"Undef"
"Cell_25705",0,"DCT/CNT"
"Cell_25706",0,"TAL-1"
"Cell_25707",0.102670874403787,"PC_CNT"
"Cell_25708",0.0467034229813897,"EC-2"
"Cell_25709",0.0504087310217038,"Uro"
"Cell_25710",0,"PC_CNT"
"Cell_25711",0,"DCT/CNT"
"Cell_25712",0,"DCT/CNT"
"Cell_25713",0,"Undef"
"Cell_25714",0,"TAL-1"
"Cell_25715",0.0536360140879316,"EC-6"
"Cell_25716",0.0804256770060142,"IC-B"
"Cell_25717",0.0683987954535673,"IC-A"
"Cell_25718",0,"TAL-1"
"Cell_25719",0.101743026627573,"FIB"
"Cell_25720",0,"TAL-1"
"Cell_25721",0,"DCT/CNT"
"Cell_25722",0.0639717389195105,"ATL"
"Cell_25723",0,"PC_CNT"
"Cell_25724",0.0606896647893733,"Uro"
"Cell_25725",0.0957832404694665,"PC"
"Cell_25726",0.0108010326351636,"EC-6"
"Cell_25727",0,"Undef"
"Cell_25728",0,"PT-1"
"Cell_25729",0.0379581719645378,"IMM"
"Cell_25730",0,"TAL-2"
"Cell_25731",0,"PT-1"
"Cell_25732",0,"TAL-1"
"Cell_25733",0,"DCT/CNT"
"Cell_25734",0.0361551230449165,"PODO"
"Cell_25735",0,"PC_CNT"
"Cell_25736",0.0558038721262393,"EC-4"
"Cell_25737",0.0369215107539205,"EC-3"
"Cell_25738",0,"PT-1"
"Cell_25739",0,"TAL-2"
"Cell_25740",0.0660102917105722,"Undef"
"Cell_25741",0.10367379500892,"PC_CNT"
"Cell_25742",0,"TAL-1"
"Cell_25743",0,"DCT/CNT"
"Cell_25744",0,"TAL-1"
"Cell_25745",0,"TAL-1"
"Cell_25746",0,"TAL-2"
"Cell_25747",0.0602914911620265,"PODO"
"Cell_25748",0.0956797532410903,"TAL-2"
"Cell_25749",0,"TAL-1"
"Cell_25750",0,"TAL-1"
"Cell_25751",0.0635064307411338,"vSMC/MC"
"Cell_25752",0,"TAL-1"
"Cell_25753",0,"TAL-2"
"Cell_25754",0.0945655612055193,"PC_CNT"
"Cell_25755",0.0978047518057029,"PC_CNT"
"Cell_25756",0.0600145272474458,"PC_CNT"
"Cell_25757",0,"TAL-1"
"Cell_25758",0,"IC-A"
"Cell_25759",0,"IC-A"
"Cell_25760",0.0814045666051875,"PC_CNT"
"Cell_25761",0,"PT-1"
"Cell_25762",0,"PT-1"
"Cell_25763",0.0286750001960559,"EC-3"
"Cell_25764",0.0950496734571959,"PC"
"Cell_25765",0.0764011184296315,"PT-2"
"Cell_25766",0.00693433075897998,"EC-4"
"Cell_25767",0,"TAL-1"
"Cell_25768",0.123972963912418,"FIB"
"Cell_25769",0,"FIB"
"Cell_25770",0,"TAL-1"
"Cell_25771",0,"TAL-2"
"Cell_25772",0.0507077311692799,"Undef"
"Cell_25773",0,"PC_CNT"
"Cell_25774",0.111227113426291,"FIB"
"Cell_25775",0,"PC_CNT"
"Cell_25776",0,"TAL-1"
"Cell_25777",0.0951891729743388,"Undef"
"Cell_25778",0,"DCT/CNT"
"Cell_25779",0.0570413064905692,"PC_CNT"
"Cell_25780",0,"PT-1"
"Cell_25781",0,"PT-1"
"Cell_25782",0,"PC_CNT"
"Cell_25783",0.0725262922814235,"PODO"
"Cell_25784",0.0124982581781123,"FIB"
"Cell_25785",0,"TAL-1"
"Cell_25786",0.0976511680862713,"vSMC/MC"
"Cell_25787",0.0639282149394441,"PC"
"Cell_25788",0,"PT-1"
"Cell_25789",0,"PC_CNT"
"Cell_25790",0,"TAL-2"
"Cell_25791",0,"PT-1"
"Cell_25792",0,"PC_CNT"
"Cell_25793",0,"TAL-1"
"Cell_25794",0.108908099936663,"PC_CNT"
"Cell_25795",0.0557429500600489,"IC-A"
"Cell_25796",0,"DCT/CNT"
"Cell_25797",0.0875655371523534,"EC-3"
"Cell_25798",0,"IC-A"
"Cell_25799",0,"TAL-1"
"Cell_25800",0,"TAL-1"
"Cell_25801",0,"ATL"
"Cell_25802",0.0585755673342848,"EC-6"
"Cell_25803",0,"PC_CNT"
"Cell_25804",0,"TAL-2"
"Cell_25805",0,"TAL-1"
"Cell_25806",0,"DCT/CNT"
"Cell_25807",0,"TAL-1"
"Cell_25808",0,"PT-1"
"Cell_25809",0.0739298447573569,"EC-6"
"Cell_25810",0.0838268162789937,"PC_CNT"
"Cell_25811",0.0457210361095973,"PODO"
"Cell_25812",0,"TAL-1"
"Cell_25813",0.0402511401587509,"IMM"
"Cell_25814",0.0683316916267406,"ATL"
"Cell_25815",0.10268162588451,"FIB"
"Cell_25816",0,"PT-1"
"Cell_25817",0,"TAL-1"
"Cell_25818",0.0950205831558319,"EC-6"
"Cell_25819",0,"TAL-1"
"Cell_25820",0.0275638189667022,"EC-2"
"Cell_25821",0.137461145933286,"IMM"
"Cell_25822",0,"ATL"
"Cell_25823",0.101272819576656,"EC-3"
"Cell_25824",0.156141546165246,"DCT/CNT"
"Cell_25825",0,"TAL-1"
"Cell_25826",0,"TAL-2"
"Cell_25827",0.185012234638165,"FIB"
"Cell_25828",0,"DCT/CNT"
"Cell_25829",0,"PT-1"
"Cell_25830",0.0237663764036069,"EC-2"
"Cell_25831",0,"TAL-2"
"Cell_25832",0.0814133153261992,"TAL-2"
"Cell_25833",0.133199370934925,"IC-A"
"Cell_25834",0,"TAL-2"
"Cell_25835",0,"PC_CNT"
"Cell_25836",0,"PT-1"
"Cell_25837",0.0474119944134616,"vSMC/MC"
"Cell_25838",0.0103675144171537,"ADIPO"
"Cell_25839",0,"PT-1"
"Cell_25840",0,"DCT/CNT"
"Cell_25841",0.117614105110056,"Undef"
"Cell_25842",0.0791402479897845,"Undef"
"Cell_25843",0.0888256195454238,"PC_CNT"
"Cell_25844",0,"TAL-1"
"Cell_25845",0,"IC-A"
"Cell_25846",0.0764975754007792,"EC-3"
"Cell_25847",0,"TAL-2"
"Cell_25848",0,"TAL-1"
"Cell_25849",0.0412837906914378,"EC-2"
"Cell_25850",0,"TAL-1"
"Cell_25851",0.0595532750922997,"PODO"
"Cell_25852",0.0838412534271726,"TAL-2"
"Cell_25853",0,"TAL-1"
"Cell_25854",0,"TAL-2"
"Cell_25855",0,"TAL-1"
"Cell_25856",0,"TAL-1"
"Cell_25857",0,"IC-A"
"Cell_25858",0,"TAL-1"
"Cell_25859",0,"IC-A"
"Cell_25860",0,"PT-1"
"Cell_25861",0.0919953515289266,"Undef"
"Cell_25862",0,"PC_CNT"
"Cell_25863",0.0353107923043733,"EC-2"
"Cell_25864",0,"TAL-1"
"Cell_25865",0,"TAL-1"
"Cell_25866",0.0772637639560204,"IMM"
"Cell_25867",0,"TAL-1"
"Cell_25868",0.0859563139935168,"PODO"
"Cell_25869",0.135335535511588,"PC_CNT"
"Cell_25870",0.00985801752992715,"EC-1(gEC)"
"Cell_25871",0.0669200217671905,"Undef"
"Cell_25872",0.0431058371645191,"PODO"
"Cell_25873",0.0534113590759456,"PC"
"Cell_25874",0.139128916011851,"PT-1"
"Cell_25875",0,"Undef"
"Cell_25876",0.0734251033360984,"FIB"
"Cell_25877",0,"TAL-1"
"Cell_25878",0,"DCT/CNT"
"Cell_25879",0,"TAL-2"
"Cell_25880",0,"PT-1"
"Cell_25881",0,"Undef"
"Cell_25882",0.0606933864013542,"Undef"
"Cell_25883",0,"DCT/CNT"
"Cell_25884",0,"PT-1"
"Cell_25885",0.0649123629296721,"FIB"
"Cell_25886",0.0353134284680959,"EC-1(gEC)"
"Cell_25887",0,"PC_CNT"
"Cell_25888",0,"PC_CNT"
"Cell_25889",0,"TAL-1"
"Cell_25890",0.112709819438397,"PC_CNT"
"Cell_25891",0,"ATL"
"Cell_25892",0.0924615699190886,"Undef"
