"","Aged1","celltype"
"Cell_25893",0.0566684056482181,"TAL-2"
"Cell_25894",0,"ATL"
"Cell_25895",0.0733330724913511,"IMM"
"Cell_25896",0.0520731099627191,"IMM"
"Cell_25897",0.0972009785261245,"PC_CNT"
"Cell_25898",0.0724079790743309,"PODO"
"Cell_25899",0,"PT-1"
"Cell_25900",0.02446894554818,"EC-1(gEC)"
"Cell_25901",0,"TAL-2"
"Cell_25902",0.0412296507202649,"vSMC/MC"
"Cell_25903",0.0487520165389126,"Undef"
"Cell_25904",0,"TAL-1"
"Cell_25905",0,"TAL-2"
"Cell_25906",0,"IC-A"
"Cell_25907",0,"TAL-1"
"Cell_25908",0.0486830395037751,"PODO"
"Cell_25909",0.0520948457440332,"EC-6"
"Cell_25910",0,"DCT/CNT"
"Cell_25911",0,"PT-1"
"Cell_25912",0,"TAL-1"
"Cell_25913",0,"IC-A"
"Cell_25914",0,"DCT/CNT"
"Cell_25915",0.0203685377517908,"EC-6"
"Cell_25916",0,"TAL-1"
"Cell_25917",0,"IMM"
"Cell_25918",0,"TAL-2"
"Cell_25919",0,"IC-B"
"Cell_25920",0,"TAL-1"
"Cell_25921",0,"DCT/CNT"
"Cell_25922",0,"DCT/CNT"
"Cell_25923",0.0455795523595312,"EC-6"
"Cell_25924",0.0167717251286766,"TAL-1"
"Cell_25925",0.0349538072945321,"EC-3"
"Cell_25926",0,"IC-B"
"Cell_25927",0,"TAL-1"
"Cell_25928",0,"TAL-1"
"Cell_25929",0,"PC_CNT"
"Cell_25930",0,"DCT/CNT"
"Cell_25931",0,"TAL-2"
"Cell_25932",0,"TAL-2"
"Cell_25933",0,"TAL-2"
"Cell_25934",0,"PT-1"
"Cell_25935",0,"PT-1"
"Cell_25936",0,"PC_CNT"
"Cell_25937",0,"DCT/CNT"
"Cell_25938",0,"PT-1"
"Cell_25939",0,"PC_CNT"
"Cell_25940",0.044029074792106,"EC-1(gEC)"
"Cell_25941",0,"PC_CNT"
"Cell_25942",0,"PODO"
"Cell_25943",0,"DCT/CNT"
"Cell_25944",0,"TAL-2"
"Cell_25945",0.0795792383159665,"PC_CNT"
"Cell_25946",0,"TAL-1"
"Cell_25947",0.0265526504024113,"EC-6"
"Cell_25948",0.0465534175116583,"FIB"
"Cell_25949",0.116197731308433,"PC_CNT"
"Cell_25950",0.123454588081355,"FIB"
"Cell_25951",0,"Undef"
"Cell_25952",0,"TAL-1"
"Cell_25953",0.0501874024434741,"Undef"
"Cell_25954",0,"PC_CNT"
"Cell_25955",0,"DCT/CNT"
"Cell_25956",0,"TAL-1"
"Cell_25957",0,"TAL-1"
"Cell_25958",0,"PC_CNT"
"Cell_25959",0,"TAL-1"
"Cell_25960",0.025844218219505,"FIB"
"Cell_25961",0,"DCT/CNT"
"Cell_25962",0,"ATL"
"Cell_25963",0.0190887703520391,"EC-3"
"Cell_25964",0.132457338981877,"IMM"
"Cell_25965",0.101678630722017,"PC_CNT"
"Cell_25966",0,"TAL-1"
"Cell_25967",0.0418404982491351,"EC-4"
"Cell_25968",0,"TAL-1"
"Cell_25969",0,"TAL-1"
"Cell_25970",0.000603347959001299,"EC-3"
"Cell_25971",0,"TAL-1"
"Cell_25972",0,"TAL-1"
"Cell_25973",0,"DCT/CNT"
"Cell_25974",0,"TAL-2"
"Cell_25975",0,"TAL-1"
"Cell_25976",0,"TAL-1"
"Cell_25977",0,"DCT/CNT"
"Cell_25978",0.120915912934439,"PC_CNT"
"Cell_25979",0.0894634659938346,"PC_CNT"
"Cell_25980",0,"PT-1"
"Cell_25981",0,"TAL-1"
"Cell_25982",0,"PT-1"
"Cell_25983",0.0843665965887105,"Uro"
"Cell_25984",0,"PT-1"
"Cell_25985",0,"TAL-2"
"Cell_25986",0,"PC_CNT"
"Cell_25987",0,"TAL-1"
"Cell_25988",0,"PT-1"
"Cell_25989",0,"TAL-1"
"Cell_25990",0,"TAL-2"
"Cell_25991",0,"TAL-1"
"Cell_25992",0,"TAL-1"
"Cell_25993",0,"DCT/CNT"
"Cell_25994",0.10902882818777,"Uro"
"Cell_25995",0.0327009411774934,"EC-3"
"Cell_25996",0,"TAL-1"
"Cell_25997",0,"TAL-1"
"Cell_25998",0,"IC-A"
"Cell_25999",0,"IC-A"
"Cell_26000",0,"PC_CNT"
"Cell_26001",0,"TAL-2"
"Cell_26002",0,"TAL-1"
"Cell_26003",0,"TAL-1"
"Cell_26004",0,"PC_CNT"
"Cell_26005",0.0955866276461111,"Undef"
"Cell_26006",0.0310068457721702,"ATL"
"Cell_26007",0,"IC-B"
"Cell_26008",0,"PT-1"
"Cell_26009",0,"TAL-1"
"Cell_26010",0,"PT-1"
"Cell_26011",0,"TAL-1"
"Cell_26012",0.0877673100937685,"FIB"
"Cell_26013",0.0697796634657251,"Uro"
"Cell_26014",0.126413720937583,"FIB"
"Cell_26015",0,"PT-1"
"Cell_26016",0,"TAL-1"
"Cell_26017",0.041541209348882,"EC-3"
"Cell_26018",0,"PT-1"
"Cell_26019",0.0462945393788616,"EC-2"
"Cell_26020",0.086819123969446,"TAL-2"
"Cell_26021",0.0572153714119431,"FIB"
"Cell_26022",0.0572237482003627,"EC-3"
"Cell_26023",0.131607720809376,"FIB"
"Cell_26024",0,"IC-B"
"Cell_26025",0.0672007784369879,"PC_CNT"
"Cell_26026",0,"Undef"
"Cell_26027",0.127037229867403,"FIB"
"Cell_26028",0.0428154440553544,"EC-2"
"Cell_26029",0,"PT-1"
"Cell_26030",0,"DCT/CNT"
"Cell_26031",0,"Undef"
"Cell_26032",0,"PC_CNT"
"Cell_26033",0,"TAL-1"
"Cell_26034",0.112025357932393,"PT-1"
"Cell_26035",0.136265358586047,"Uro"
"Cell_26036",0.0696806749947565,"PC_CNT"
"Cell_26037",0,"TAL-1"
"Cell_26038",0,"IC-B"
"Cell_26039",0,"TAL-1"
"Cell_26040",0,"TAL-1"
"Cell_26041",0.0658837352587478,"EC-2"
"Cell_26042",0,"TAL-1"
"Cell_26043",0,"DCT/CNT"
"Cell_26044",0.113779337699428,"Undef"
"Cell_26045",0,"DCT/CNT"
"Cell_26046",0,"TAL-2"
"Cell_26047",0,"PC_CNT"
"Cell_26048",0,"TAL-1"
"Cell_26049",0,"DCT/CNT"
"Cell_26050",0,"TAL-1"
"Cell_26051",0,"TAL-1"
"Cell_26052",0.112474302838902,"IC-A"
"Cell_26053",0,"TAL-1"
"Cell_26054",0,"TAL-1"
"Cell_26055",0,"TAL-1"
"Cell_26056",0.125392778217841,"PROLIF"
"Cell_26057",0.00356213030486485,"EC-3"
"Cell_26058",0.056604866223468,"EC-6"
"Cell_26059",0,"PT-1"
"Cell_26060",0,"PC_CNT"
"Cell_26061",0,"PC_CNT"
"Cell_26062",0.0470833715010514,"Undef"
"Cell_26063",0,"TAL-2"
"Cell_26064",0,"DCT/CNT"
"Cell_26065",0.108523527469339,"IC-A"
"Cell_26066",0.154947718780491,"PT-2"
"Cell_26067",0,"PT-1"
"Cell_26068",0,"PC_CNT"
"Cell_26069",0.070295421520803,"PT-1"
"Cell_26070",0.053778727596579,"FIB"
"Cell_26071",0.0549467547026974,"TAL-2"
"Cell_26072",0,"TAL-1"
"Cell_26073",0,"TAL-1"
"Cell_26074",0.299809216662386,"PC_CNT"
"Cell_26075",0,"TAL-1"
"Cell_26076",0,"PC_CNT"
"Cell_26077",0,"DCT/CNT"
"Cell_26078",0.100756055477438,"Undef"
"Cell_26079",0,"PC_CNT"
"Cell_26080",0,"TAL-2"
"Cell_26081",0,"PT-1"
"Cell_26082",0,"PODO"
"Cell_26083",0.046381562704556,"FIB"
"Cell_26084",0.0750819127638173,"EC-3"
"Cell_26085",0,"IC-B"
"Cell_26086",0,"PT-1"
"Cell_26087",0.0968257541066778,"Undef"
"Cell_26088",0,"PC_CNT"
"Cell_26089",0,"TAL-2"
"Cell_26090",0,"TAL-1"
"Cell_26091",0.0375773083516949,"TAL-2"
"Cell_26092",0.0661534269733548,"FIB"
"Cell_26093",0,"TAL-1"
"Cell_26094",0,"TAL-1"
"Cell_26095",0.0623509385885036,"Undef"
"Cell_26096",0,"FIB"
"Cell_26097",0,"DCT/CNT"
"Cell_26098",0,"PT-1"
"Cell_26099",0.0517859499079121,"PC_CNT"
"Cell_26100",0.180336432903163,"PC_CNT"
"Cell_26101",0.0707585829229381,"Undef"
"Cell_26102",0.01919006708377,"EC-1(gEC)"
"Cell_26103",0.0925622019474708,"TAL-2"
"Cell_26104",0,"TAL-1"
"Cell_26105",0,"TAL-2"
"Cell_26106",0.142918731764585,"PT-2"
"Cell_26107",0.0385984690846427,"PODO"
"Cell_26108",0.0837727533393074,"PC_CNT"
"Cell_26109",0,"PC_CNT"
"Cell_26110",0.0795679431327823,"FIB"
"Cell_26111",0,"TAL-1"
"Cell_26112",0.070100039282108,"PC"
"Cell_26113",0,"PT-1"
"Cell_26114",0,"PC_CNT"
"Cell_26115",0,"TAL-1"
"Cell_26116",0.0801285085288141,"PODO"
"Cell_26117",0,"TAL-1"
"Cell_26118",0.195938664098159,"PT-2"
"Cell_26119",0,"TAL-1"
"Cell_26120",0,"TAL-2"
"Cell_26121",0.0276898323572483,"EC-3"
"Cell_26122",0.17569042467313,"FIB"
"Cell_26123",0,"TAL-2"
"Cell_26124",0,"TAL-1"
"Cell_26125",0,"Undef"
"Cell_26126",0.038134425251214,"FIB"
"Cell_26127",0.117469740992666,"Uro"
"Cell_26128",0,"IMM"
"Cell_26129",0,"TAL-1"
"Cell_26130",0.13094925173808,"IC-B"
"Cell_26131",0,"DCT/CNT"
"Cell_26132",0.0479476937803415,"FIB"
"Cell_26133",0.07859891394034,"FIB"
"Cell_26134",0,"TAL-1"
"Cell_26135",0.102322647470141,"PC_CNT"
"Cell_26136",0,"PT-1"
"Cell_26137",0,"TAL-1"
"Cell_26138",0,"TAL-1"
"Cell_26139",0,"PC_CNT"
"Cell_26140",0.0855890058010099,"PC_CNT"
"Cell_26141",0,"TAL-1"
"Cell_26142",0,"PT-1"
"Cell_26143",0,"PT-1"
"Cell_26144",0,"TAL-1"
"Cell_26145",0.0521205899567947,"Undef"
"Cell_26146",0,"DCT/CNT"
"Cell_26147",0,"IC-A"
"Cell_26148",0.0475901875274241,"FIB"
"Cell_26149",0.10434420169212,"PT-1"
"Cell_26150",0,"IC-A"
"Cell_26151",0,"TAL-1"
"Cell_26152",0,"TAL-1"
"Cell_26153",0,"PC_CNT"
"Cell_26154",0.112005148990591,"PC_CNT"
"Cell_26155",0,"DCT/CNT"
"Cell_26156",0.0774060521047672,"FIB"
"Cell_26157",0.15524088461192,"PT-1"
"Cell_26158",0.0327210943817421,"vSMC/MC"
"Cell_26159",0,"TAL-1"
"Cell_26160",0.114305932970892,"Undef"
"Cell_26161",0,"TAL-2"
"Cell_26162",0,"TAL-1"
"Cell_26163",0.0394644460055918,"EC-5"
"Cell_26164",0.0992363178371088,"ATL"
"Cell_26165",0.156505814510289,"IMM"
"Cell_26166",0,"PT-1"
"Cell_26167",0.126049569954652,"PC_CNT"
"Cell_26168",0,"PT-1"
"Cell_26169",0,"TAL-1"
"Cell_26170",0,"TAL-1"
"Cell_26171",0,"ATL"
"Cell_26172",0,"PC_CNT"
"Cell_26173",0.0731269309907114,"PC"
"Cell_26174",0.0140713843205831,"EC-3"
"Cell_26175",0,"TAL-1"
"Cell_26176",0,"TAL-1"
"Cell_26177",0,"TAL-2"
"Cell_26178",0.0544109323099294,"PODO"
"Cell_26179",0,"TAL-1"
"Cell_26180",0,"Undef"
"Cell_26181",0,"TAL-2"
"Cell_26182",0,"TAL-2"
"Cell_26183",0,"TAL-2"
"Cell_26184",0.0868190591236498,"FIB"
"Cell_26185",0,"TAL-1"
"Cell_26186",0,"TAL-1"
"Cell_26187",0,"TAL-1"
"Cell_26188",0.116912117650643,"Uro"
"Cell_26189",0.0612505749435641,"PODO"
"Cell_26190",0,"PT-1"
"Cell_26191",0,"PC_CNT"
"Cell_26192",0.0644442932433048,"FIB"
"Cell_26193",0.0852396564333667,"ATL"
"Cell_26194",0,"DCT/CNT"
"Cell_26195",0.118056344247045,"Undef"
"Cell_26196",0.0390525360074659,"IMM"
"Cell_26197",0,"vSMC/MC"
"Cell_26198",0.00845317640028792,"PROLIF"
"Cell_26199",0.158861758872404,"FIB"
"Cell_26200",0.142833764587302,"Undef"
"Cell_26201",0.0281116375581604,"PODO"
"Cell_26202",0,"PC_CNT"
"Cell_26203",0.094706100475542,"PC_CNT"
"Cell_26204",0,"IC-B"
"Cell_26205",0,"TAL-2"
"Cell_26206",0,"DCT/CNT"
"Cell_26207",0.0387268199123809,"EC-3"
"Cell_26208",0,"TAL-2"
"Cell_26209",0,"DCT/CNT"
"Cell_26210",0.0547682119301522,"PC_CNT"
"Cell_26211",0.0809084752513626,"Undef"
"Cell_26212",0,"TAL-1"
"Cell_26213",0.144789084909258,"FIB"
"Cell_26214",0,"TAL-1"
"Cell_26215",0,"TAL-2"
"Cell_26216",0,"PT-1"
"Cell_26217",-0.00378988242261186,"EC-3"
"Cell_26218",0,"TAL-1"
"Cell_26219",0.194042238102923,"TAL-2"
"Cell_26220",0,"TAL-1"
"Cell_26221",0.114701395888288,"FIB"
"Cell_26222",0,"DCT/CNT"
"Cell_26223",0,"ATL"
"Cell_26224",0,"PC_CNT"
"Cell_26225",0.0451365829732849,"TAL-1"
"Cell_26226",0,"IC-B"
"Cell_26227",0,"TAL-1"
"Cell_26228",0,"DCT/CNT"
"Cell_26229",0,"DCT/CNT"
"Cell_26230",0,"TAL-2"
"Cell_26231",0,"DCT/CNT"
"Cell_26232",0.0444219371263316,"PODO"
"Cell_26233",0.0221644423280361,"FIB"
"Cell_26234",0,"TAL-1"
"Cell_26235",0,"TAL-1"
"Cell_26236",0,"TAL-1"
"Cell_26237",0.0495014241469284,"FIB"
"Cell_26238",0.00509735877981421,"EC-3"
"Cell_26239",0.0207296358150739,"Undef"
"Cell_26240",0.109856790236853,"FIB"
"Cell_26241",0,"TAL-1"
"Cell_26242",0,"PT-1"
"Cell_26243",0.179565457468929,"FIB"
"Cell_26244",0,"IC-B"
"Cell_26245",0.0873141551556316,"Undef"
"Cell_26246",0,"TAL-1"
"Cell_26247",-0.0107845599449929,"EC-2"
"Cell_26248",0.0887867490553216,"Undef"
"Cell_26249",0,"TAL-2"
"Cell_26250",0,"TAL-2"
"Cell_26251",0.060538239670406,"PODO"
"Cell_26252",0,"DCT/CNT"
"Cell_26253",0,"TAL-1"
"Cell_26254",0.0691929024321463,"PODO"
"Cell_26255",0.0861921772791084,"Undef"
"Cell_26256",0.165756088859731,"PC_CNT"
"Cell_26257",0.119182424484432,"PC_CNT"
"Cell_26258",0.0490610044878129,"PC"
"Cell_26259",0.0690633970845424,"PODO"
"Cell_26260",0.0909506093397333,"PC"
"Cell_26261",0,"TAL-1"
"Cell_26262",0,"PT-1"
"Cell_26263",0,"PT-1"
"Cell_26264",0.0802529305399354,"Uro"
"Cell_26265",0.0544058437619127,"PC"
"Cell_26266",0.0922154847379269,"Undef"
"Cell_26267",0,"Undef"
"Cell_26268",0,"ATL"
"Cell_26269",0,"TAL-1"
"Cell_26270",0.0186289489327409,"FIB"
"Cell_26271",0,"TAL-1"
"Cell_26272",0.0162202678018493,"Undef"
"Cell_26273",0,"Undef"
"Cell_26274",0.0393550987579289,"EC-4"
"Cell_26275",0.0155298069286695,"EC-6"
"Cell_26276",0.077983116042705,"Undef"
"Cell_26277",0.0825159333565717,"FIB"
"Cell_26278",0.035393846675345,"PC_CNT"
"Cell_26279",0,"DCT/CNT"
"Cell_26280",0,"TAL-2"
"Cell_26281",0.088139662273547,"Uro"
"Cell_26282",0.0814655585834596,"EC-2"
"Cell_26283",0.0797586016998101,"PC"
"Cell_26284",0.084558890079794,"PC"
"Cell_26285",0.080642983761472,"vSMC/MC"
"Cell_26286",0,"TAL-1"
"Cell_26287",0.0456073273016662,"IMM"
"Cell_26288",0.0261074062244545,"EC-2"
"Cell_26289",0,"PT-1"
"Cell_26290",0.158811958249192,"PT-2"
"Cell_26291",0,"PC_CNT"
"Cell_26292",0,"TAL-1"
"Cell_26293",0,"TAL-1"
"Cell_26294",0,"IC-A"
"Cell_26295",0.0896744994591138,"PC_CNT"
"Cell_26296",0,"TAL-1"
"Cell_26297",0,"PT-1"
"Cell_26298",0,"PT-1"
"Cell_26299",0.0882954987407086,"PC_CNT"
"Cell_26300",0,"DCT/CNT"
"Cell_26301",0,"TAL-1"
"Cell_26302",0.058239395598401,"PC"
"Cell_26303",0,"DCT/CNT"
"Cell_26304",0,"PT-1"
"Cell_26305",0.226599658985417,"PT-1"
"Cell_26306",0.0539127639862253,"EC-1(gEC)"
"Cell_26307",0,"TAL-2"
"Cell_26308",0,"TAL-1"
"Cell_26309",0.0627993552462744,"EC-6"
"Cell_26310",0.0778812226278858,"PC_CNT"
"Cell_26311",0.0976323114145545,"FIB"
"Cell_26312",0,"DCT/CNT"
"Cell_26313",0,"TAL-1"
"Cell_26314",0.082509776729043,"FIB"
"Cell_26315",0.0626606453335022,"FIB"
"Cell_26316",0.0661621142601864,"PODO"
"Cell_26317",0.0609163474617849,"TAL-2"
"Cell_26318",0.119319057611356,"PC_CNT"
"Cell_26319",0,"PT-1"
"Cell_26320",0.129230207780805,"PECs?"
"Cell_26321",0,"TAL-1"
"Cell_26322",0,"TAL-1"
"Cell_26323",0,"TAL-1"
"Cell_26324",0.110573851231464,"PC_CNT"
"Cell_26325",0.059755435472216,"PC_CNT"
"Cell_26326",0,"IC-A"
"Cell_26327",0,"DCT/CNT"
"Cell_26328",0,"TAL-2"
"Cell_26329",0.0656327268679822,"Undef"
"Cell_26330",0,"TAL-1"
"Cell_26331",0,"PC_CNT"
"Cell_26332",0.0868504065606101,"EC-3"
"Cell_26333",0,"PT-1"
"Cell_26334",0,"TAL-1"
"Cell_26335",0.0510915524894076,"Undef"
"Cell_26336",0.0250379453478238,"PECs?"
"Cell_26337",0,"TAL-1"
"Cell_26338",0,"DCT/CNT"
"Cell_26339",0,"DCT/CNT"
"Cell_26340",0.0532645736251554,"FIB"
"Cell_26341",0.0797561585652646,"Undef"
"Cell_26342",0,"TAL-1"
"Cell_26343",0,"DCT/CNT"
"Cell_26344",0.0726277223080756,"PECs?"
"Cell_26345",0,"TAL-2"
"Cell_26346",0,"PC_CNT"
"Cell_26347",0.0557234234843363,"FIB"
"Cell_26348",0,"TAL-2"
"Cell_26349",0.0822644278669389,"ATL"
"Cell_26350",-0.00601817213164813,"EC-2"
"Cell_26351",0.05070462026256,"Uro"
"Cell_26352",0,"PC_CNT"
"Cell_26353",0,"PT-1"
"Cell_26354",0.022663686675074,"EC-3"
"Cell_26355",0,"Undef"
"Cell_26356",0,"ATL"
"Cell_26357",0,"PC_CNT"
"Cell_26358",0.0711710502727182,"FIB"
"Cell_26359",0.0425181111076765,"IMM"
"Cell_26360",0.0505562742116373,"FIB"
"Cell_26361",0.109560473397777,"FIB"
"Cell_26362",0.0678497222043744,"Undef"
"Cell_26363",0.0624549569722209,"Undef"
"Cell_26364",0.0333059954885168,"EC-2"
"Cell_26365",0.0837848299235371,"PC_CNT"
"Cell_26366",0.104943279635743,"PC_CNT"
"Cell_26367",0,"IC-A"
"Cell_26368",0.078659612446395,"PT-1"
"Cell_26369",0.109766248124919,"PC_CNT"
"Cell_26370",0.0861041108722597,"PC_CNT"
"Cell_26371",0.115213212016748,"FIB"
"Cell_26372",0.0897974017798846,"TAL-2"
"Cell_26373",0.116070587530927,"PC_CNT"
"Cell_26374",0.153255647729449,"PC_CNT"
"Cell_26375",0.0454409858746837,"PODO"
"Cell_26376",0,"TAL-1"
"Cell_26377",0,"TAL-1"
"Cell_26378",0.0815977736679526,"PC_CNT"
"Cell_26379",0.0792177570391059,"PC_CNT"
"Cell_26380",0,"TAL-2"
"Cell_26381",0,"TAL-1"
"Cell_26382",0.057563011603697,"EC-6"
"Cell_26383",0,"TAL-2"
"Cell_26384",0.0834606380145088,"Undef"
"Cell_26385",0.0982494759167917,"PC_CNT"
"Cell_26386",0.0341444020390514,"TAL-2"
"Cell_26387",0,"ATL"
"Cell_26388",0,"TAL-1"
"Cell_26389",0,"TAL-2"
"Cell_26390",0,"TAL-1"
"Cell_26391",0.0234395505137543,"EC-3"
"Cell_26392",0.0456201213312404,"ATL"
"Cell_26393",0,"TAL-1"
"Cell_26394",0,"TAL-1"
"Cell_26395",0.0930664803971368,"Undef"
"Cell_26396",0.117306507385511,"PC_CNT"
"Cell_26397",0,"Undef"
"Cell_26398",0,"TAL-1"
"Cell_26399",0.0623435981097768,"vSMC/MC"
"Cell_26400",0.0531622659657186,"PC_CNT"
"Cell_26401",0.0980017611994236,"IMM"
"Cell_26402",0,"PC_CNT"
"Cell_26403",0.0709664471184154,"vSMC/MC"
"Cell_26404",0,"PT-1"
"Cell_26405",0.123242269108251,"FIB"
"Cell_26406",0.162565014654921,"PECs?"
"Cell_26407",0,"TAL-1"
"Cell_26408",0,"TAL-2"
"Cell_26409",0.0371294766585436,"PODO"
"Cell_26410",0.0710837707054645,"IMM"
"Cell_26411",0,"TAL-2"
"Cell_26412",0,"TAL-2"
"Cell_26413",0,"TAL-1"
"Cell_26414",0.0495454583305008,"PC_CNT"
"Cell_26415",0,"IC-A"
"Cell_26416",-0.00292083280955863,"EC-2"
"Cell_26417",0.0299825052335208,"EC-2"
"Cell_26418",0,"PT-1"
"Cell_26419",0,"IC-A"
"Cell_26420",0.190518472767588,"PC_CNT"
"Cell_26421",0.0586269633475766,"Uro"
"Cell_26422",0,"PC_CNT"
"Cell_26423",0,"TAL-1"
"Cell_26424",0,"IC-B"
"Cell_26425",0,"PC_CNT"
"Cell_26426",0,"DCT/CNT"
"Cell_26427",0,"TAL-1"
"Cell_26428",0,"TAL-2"
"Cell_26429",0.0840820248605385,"Undef"
"Cell_26430",0,"TAL-1"
"Cell_26431",0.110882091612051,"ATL"
"Cell_26432",0.0587865802260186,"Undef"
"Cell_26433",0,"PT-1"
"Cell_26434",0.05362942807443,"EC-6"
"Cell_26435",0,"PC_CNT"
"Cell_26436",0,"TAL-1"
"Cell_26437",0.0643813415782271,"Undef"
"Cell_26438",0,"TAL-2"
"Cell_26439",0.0229464061227505,"EC-2"
"Cell_26440",0.119892027390444,"PC_CNT"
"Cell_26441",0,"IC-A"
"Cell_26442",0,"DCT/CNT"
"Cell_26443",0.090888140897885,"Undef"
"Cell_26444",0.0163926460702832,"vSMC/MC"
"Cell_26445",0.0565666849625004,"Uro"
"Cell_26446",0.0744560417998547,"PC"
"Cell_26447",0,"PT-1"
"Cell_26448",0,"PT-1"
"Cell_26449",0.0657895942358629,"PC_CNT"
"Cell_26450",0.0306152980587781,"EC-6"
"Cell_26451",0.0291070452385224,"PODO"
"Cell_26452",0,"TAL-1"
"Cell_26453",0,"IC-B"
"Cell_26454",0,"TAL-1"
"Cell_26455",0,"PT-1"
"Cell_26456",0,"TAL-1"
"Cell_26457",0,"PT-1"
"Cell_26458",0,"TAL-2"
"Cell_26459",0.0836391212839572,"PC"
"Cell_26460",0.121885572139501,"Undef"
"Cell_26461",0,"PC_CNT"
"Cell_26462",0.0219204802051836,"EC-2"
"Cell_26463",0,"TAL-1"
"Cell_26464",0.0699151041582925,"PT-1"
"Cell_26465",0.0608178271563256,"EC-6"
"Cell_26466",0.0523757952204904,"EC-2"
"Cell_26467",0.0967286997556549,"PC_CNT"
"Cell_26468",0.10370775328982,"Undef"
"Cell_26469",0,"TAL-1"
"Cell_26470",0,"EC-3"
"Cell_26471",0,"IC-A"
"Cell_26472",0.00354217416363711,"EC-5"
"Cell_26473",0.0612919447103221,"vSMC/MC"
"Cell_26474",0,"DCT/CNT"
"Cell_26475",0,"PT-1"
"Cell_26476",0.158226982189464,"PC_CNT"
"Cell_26477",0,"DCT/CNT"
"Cell_26478",0,"TAL-1"
"Cell_26479",0.0403870471887409,"EC-3"
"Cell_26480",0.0654219345536018,"Undef"
"Cell_26481",0.0523376526097933,"IMM"
"Cell_26482",0.101696586847565,"FIB"
"Cell_26483",0,"PT-1"
"Cell_26484",0,"TAL-2"
"Cell_26485",0.0301491761301578,"EC-2"
"Cell_26486",0.0991147769605486,"vSMC/MC"
"Cell_26487",0.0968838392143522,"FIB"
"Cell_26488",0,"TAL-1"
"Cell_26489",0,"DCT/CNT"
"Cell_26490",0,"PT-1"
"Cell_26491",0.0821091418836237,"PODO"
"Cell_26492",0.0487977085943609,"EC-3"
"Cell_26493",0.106856627875495,"Undef"
"Cell_26494",0,"TAL-1"
"Cell_26495",0.115360872320935,"PC_CNT"
"Cell_26496",0,"PC_CNT"
"Cell_26497",0.0391575209629437,"FIB"
"Cell_26498",0.0881249070418608,"PC_CNT"
"Cell_26499",0.0246269512565642,"vSMC/MC"
"Cell_26500",0.0947448636294226,"Undef"
"Cell_26501",0,"PC_CNT"
"Cell_26502",0,"TAL-1"
"Cell_26503",0.152160977295068,"PC_CNT"
"Cell_26504",0,"TAL-1"
"Cell_26505",0.015097459604545,"EC-5"
"Cell_26506",0,"PC_CNT"
"Cell_26507",0,"TAL-1"
"Cell_26508",0.0618572922740037,"PC"
"Cell_26509",0.0805115299226249,"PC_CNT"
"Cell_26510",0,"PC_CNT"
"Cell_26511",0.0694819015000682,"PC_CNT"
"Cell_26512",0.0635579742985446,"PROLIF"
"Cell_26513",0.140206493338608,"ATL"
"Cell_26514",0,"TAL-2"
"Cell_26515",0.0235157098130483,"Undef"
"Cell_26516",0.0309203098616883,"EC-2"
"Cell_26517",0.0990600681363945,"TAL-2"
"Cell_26518",0.073128632081528,"FIB"
"Cell_26519",0.104044514407904,"Undef"
"Cell_26520",0.011649898730353,"EC-3"
"Cell_26521",0.0773087121446114,"PC_CNT"
"Cell_26522",0,"PC_CNT"
"Cell_26523",0.0393154492570066,"PODO"
"Cell_26524",0,"TAL-2"
"Cell_26525",0,"TAL-1"
"Cell_26526",0,"PC_CNT"
"Cell_26527",0,"TAL-1"
"Cell_26528",0.0493449678070149,"PC_CNT"
"Cell_26529",0,"TAL-2"
"Cell_26530",0,"TAL-1"
"Cell_26531",0.0191623048089185,"EC-2"
"Cell_26532",0.146728239926993,"TAL-1"
"Cell_26533",0.102981932378012,"Undef"
"Cell_26534",0.167362800815476,"PC_CNT"
"Cell_26535",0.0277116205259961,"EC-2"
"Cell_26536",0.0975467130788866,"FIB"
"Cell_26537",0,"TAL-1"
"Cell_26538",0,"DCT/CNT"
"Cell_26539",0,"PC_CNT"
"Cell_26540",0,"TAL-1"
"Cell_26541",0.0910907044856064,"Undef"
"Cell_26542",0,"TAL-1"
"Cell_26543",0.0584258708718546,"PC"
"Cell_26544",0,"PT-2"
"Cell_26545",0,"TAL-1"
"Cell_26546",0.0353532447810934,"EC-2"
"Cell_26547",0.0438962768641526,"PODO"
"Cell_26548",0.0553748820375053,"Undef"
"Cell_26549",0.109842989317697,"FIB"
"Cell_26550",0.0785942818464444,"FIB"
"Cell_26551",0.067583314926396,"IC-B"
"Cell_26552",0,"PC_CNT"
"Cell_26553",0.197488807578679,"PROLIF"
"Cell_26554",0,"TAL-1"
"Cell_26555",0.0652779714880926,"PC"
"Cell_26556",0,"TAL-1"
"Cell_26557",0.101524216875988,"FIB"
"Cell_26558",0.0703609846748893,"Undef"
"Cell_26559",0.129751893979862,"PT-1"
"Cell_26560",0,"PT-2"
"Cell_26561",0.0707634210417047,"PC_CNT"
"Cell_26562",0.110091114239662,"Undef"
"Cell_26563",0,"PT-1"
"Cell_26564",0.0454311683775319,"FIB"
"Cell_26565",0,"TAL-1"
"Cell_26566",0,"TAL-2"
"Cell_26567",0.0732721714564116,"EC-6"
"Cell_26568",0.102360972431286,"TAL-2"
"Cell_26569",0,"Undef"
"Cell_26570",0.103349465990304,"FIB"
