"Gene","Symbol","LFC_Age","LFC_Combined","LFC_DR","LFC_sAct","Restoration_DR","Restoration_sAct","Restoration_Combined","Intervention_DR_Effect","Intervention_sAct_Effect","Intervention_Combined_Effect"
"ENSMUSG00000032508","Myd88",0.510798137671888,-0.157872503028296,-0.122575838127359,0.00185571779438241,0.239969234590467,0,0.309070240051864,"Rescue","Worsening","Rescue"
"ENSMUSG00000032547","Ryk",-0.330519750805965,0.0464677520668733,0.115022713934437,-7.63023862150531e-05,0.348005568968139,0,0.140589940400121,"Rescue","Worsening","Rescue"
"ENSMUSG00000032560","Dnajc13",-0.451092430030193,0.212089692628112,0.215648527620358,-0.000266187329268333,0.478058405027821,0,0.470169035232794,"Rescue","Worsening","Rescue"
"ENSMUSG00000032667","Pon2",0.441248803603904,-0.486487239517917,-0.613499826363023,0.000110075971800425,1.39037164826795,0,1.102523645491,"Rescue","Worsening","Rescue"
"ENSMUSG00000032998","Foxj3",-0.250521632844011,0.311018659725105,0.258604286923373,-0.000217722550046056,1.03226329793401,0,1.24148424307438,"Rescue","Worsening","Rescue"
"ENSMUSG00000033444","Specc1l",-0.286401415574457,0.285517993465071,0.345932676339607,-0.000119409440346204,1.20785951998786,0,0.996915440841609,"Rescue","Worsening","Rescue"
"ENSMUSG00000033880","Lgals3bp",0.608307782855519,-0.56679825335289,-0.0774814910697675,0.000342806549761796,0.127372184367022,0,0.931762290944603,"Rescue","Worsening","Rescue"
"ENSMUSG00000034075","Zdhhc5",-0.341070307682346,0.158264441048215,0.248737771359588,-0.000361576282411058,0.729285914830346,0,0.464022922791667,"Rescue","Worsening","Rescue"
"ENSMUSG00000034349","Smc4",0.384241617743422,-0.182569366624053,-0.230173202014721,0.000826815369739648,0.599032461310372,0,0.475142093394901,"Rescue","Worsening","Rescue"
"ENSMUSG00000035049","Rrp12",0.471542543777671,-0.11914923434263,-0.226173888742885,0.000454790510489159,0.479646835110438,0,0.252679712392627,"Rescue","Worsening","Rescue"
"ENSMUSG00000035133","Arhgap5",-0.353028751045485,0.0327425520333198,0.0433436804074838,-0.000100046189292543,0.122776630172819,0,0.0927475508336181,"Rescue","Worsening","Rescue"
"ENSMUSG00000035199","Arl6ip5",0.544143282565052,-0.664732501425502,-0.75334772731958,0.000108671033715901,1.38446573073245,0,1.22161298820414,"Rescue","Worsening","Rescue"
"ENSMUSG00000036002","Atosb",0.646508129417732,-0.287463005967787,-0.32308683039278,0.000166729118344379,0.499741326816359,0,0.44463942971094,"Rescue","Worsening","Rescue"
"ENSMUSG00000036256","Igfbp7",0.417615191985988,-0.568493124758296,-0.859768142107395,0.000124684724988637,2.05875686183429,0,1.36128458846241,"Rescue","Worsening","Rescue"
"ENSMUSG00000036533","Cdc42ep3",-0.393202300181459,0.146231523956567,0.0915090914300839,-0.00491649388282,0.232727762243133,0,0.371898953513453,"Rescue","Worsening","Rescue"
"ENSMUSG00000036896","C1qc",0.468395492396371,-0.190838615402633,-0.320765657366478,0.0100137045917819,0.68481798517189,0,0.407430512249975,"Rescue","Worsening","Rescue"
"ENSMUSG00000036905","C1qb",0.880066252737333,-0.234247856555203,-0.469889795934416,0.0227059906448826,0.533925479443035,0,0.266170706837815,"Rescue","Worsening","Rescue"
"ENSMUSG00000037234","Hook3",-0.370996538930828,0.173068156783288,0.115528437366967,-0.000157711282080982,0.311400310363831,0,0.466495340582022,"Rescue","Worsening","Rescue"
"ENSMUSG00000037606","Osbpl5",0.60702399399456,-0.962466047243065,-0.556938324723544,0.000233043186709301,0.917489803094234,0,1.58554860559876,"Rescue","Worsening","Rescue"
